backend,curve,simd,orientation,layout,cache,threads,phase,samples,median_ms,p10_ms,p90_ms,avx_msm_min,avx_msm_max,avx_each_min,avx_each_max
mcl,bls12_381,off,normal,1x16,cold,12,preparation,30,105.3588005,105.0689884,105.5731003,0,0,0,0
mcl,bls12_381,off,normal,1x16,cold,12,share_generation,30,1.161656,1.1508689,1.1706942,0,0,0,0
mcl,bls12_381,off,normal,1x16,cold,12,validation,30,0.934694,0.9233089000000001,0.9442807,0,0,0,0
mcl,bls12_381,off,normal,4x4,cached,12,acceptance,30,6.223520000000001,6.1913504,6.2433901,0,0,0,0
mcl,bls12_381,off,normal,4x4,cached,12,combiner,30,16.2297105,16.1531967,16.2776267,0,0,0,0
mcl,bls12_381,off,normal,4x4,cached,12,encryption,30,0.9867105,0.9763857,0.9987381,0,0,0,0
mcl,bls12_381,off,normal,4x4,cached,12,end_to_end,30,19.6178015,19.5357221,19.682229300000003,0,0,0,0
mcl,bls12_381,off,normal,4x4,cached,12,opening,30,8.446198500000001,8.4091839,8.4567315,0,0,0,0
mcl,bls12_381,off,normal,4x4,cached,12,precompute,30,1.54669,1.508463,1.6157801,0,0,0,0
mcl,bls12_381,off,normal,4x4,cached,12,preparation,30,2e-05,2e-05,2e-05,0,0,0,0
mcl,bls12_381,off,normal,4x4,cached,12,share_generation,30,1.5031055,1.491749,1.5109681,0,0,0,0
mcl,bls12_381,off,normal,4x4,cached,12,validation,30,0.9024745,0.8942151,0.91783,0,0,0,0
mcl,bls12_381,off,normal,4x4,cold,12,acceptance,30,6.181182,6.1591092,6.2122638,0,0,0,0
mcl,bls12_381,off,normal,4x4,cold,12,combiner,30,55.1884255,54.8709169,55.515311,0,0,0,0
mcl,bls12_381,off,normal,4x4,cold,12,encryption,30,0.9766715,0.9682147,0.9872311,0,0,0,0
mcl,bls12_381,off,normal,4x4,cold,12,end_to_end,30,58.5699255,58.2633698,58.8722999,0,0,0,0
mcl,bls12_381,off,normal,4x4,cold,12,opening,30,8.366975,8.341284,8.381834999999999,0,0,0,0
mcl,bls12_381,off,normal,4x4,cold,12,precompute,30,1.5641795,1.4988538999999999,1.6717449,0,0,0,0
mcl,bls12_381,off,normal,4x4,cold,12,preparation,30,39.0529495,38.8068308,39.3538096,0,0,0,0
mcl,bls12_381,off,normal,4x4,cold,12,share_generation,30,1.4965205,1.4877757,1.5047413,0,0,0,0
mcl,bls12_381,off,normal,4x4,cold,12,validation,30,0.898479,0.8895349,0.9165551,0,0,0,0
mcl,bls12_381,off,normal,8x2,cached,12,acceptance,30,6.042661,5.9905456,6.0732554,0,0,0,0
mcl,bls12_381,off,normal,8x2,cached,12,combiner,30,15.700574,15.572819899999999,15.7755749,0,0,0,0
mcl,bls12_381,off,normal,8x2,cached,12,encryption,30,0.984958,0.9733328,0.9981731,0,0,0,0
mcl,bls12_381,off,normal,8x2,cached,12,end_to_end,30,19.312796,19.1606339,19.408496200000002,0,0,0,0
mcl,bls12_381,off,normal,8x2,cached,12,opening,30,8.444946999999999,8.3840953,8.475251400000001,0,0,0,0
mcl,bls12_381,off,normal,8x2,cached,12,precompute,30,1.2208575,1.1786218,1.2488973,0,0,0,0
mcl,bls12_381,off,normal,8x2,cached,12,preparation,30,2e-05,2e-05,2.0100000000000004e-05,0,0,0,0
mcl,bls12_381,off,normal,8x2,cached,12,share_generation,30,1.723052,1.7051266999999999,1.7365073,0,0,0,0
mcl,bls12_381,off,normal,8x2,cached,12,validation,30,0.8975835000000001,0.8834639,0.9155593000000001,0,0,0,0
mcl,bls12_381,off,normal,8x2,cold,12,acceptance,30,5.9747675000000005,5.963464699999999,6.006844500000001,0,0,0,0
mcl,bls12_381,off,normal,8x2,cold,12,combiner,30,45.6575985,45.497272699999996,46.150778,0,0,0,0
mcl,bls12_381,off,normal,8x2,cold,12,encryption,30,0.9765465,0.9658509,0.9906444,0,0,0,0
mcl,bls12_381,off,normal,8x2,cold,12,end_to_end,30,49.257314,49.0918596,49.7679417,0,0,0,0
mcl,bls12_381,off,normal,8x2,cold,12,opening,30,8.331596000000001,8.3130997,8.365439,0,0,0,0
mcl,bls12_381,off,normal,8x2,cold,12,precompute,30,1.6309255,1.5257705,2.0744811000000003,0,0,0,0
mcl,bls12_381,off,normal,8x2,cold,12,preparation,30,29.712854999999998,29.6194506,29.8496811,0,0,0,0
mcl,bls12_381,off,normal,8x2,cold,12,share_generation,30,1.7101045,1.6953287000000001,1.7226401,0,0,0,0
mcl,bls12_381,off,normal,8x2,cold,12,validation,30,0.8962815,0.87754,0.910163,0,0,0,0
mcl,bls12_381,off,swapped,1x16,cached,12,acceptance,30,6.4178865,6.4088989,6.439855,0,0,0,0
mcl,bls12_381,off,swapped,1x16,cached,12,combiner,30,19.7614485,19.546395399999998,19.903934200000002,0,0,0,0
mcl,bls12_381,off,swapped,1x16,cached,12,encryption,30,1.0949445,1.0882478999999998,1.1062721,0,0,0,0
mcl,bls12_381,off,swapped,1x16,cached,12,end_to_end,30,24.7862915,24.5841376,24.9310115,0,0,0,0
mcl,bls12_381,off,swapped,1x16,cached,12,opening,30,8.462556,8.4232798,8.474206299999999,0,0,0,0
mcl,bls12_381,off,swapped,1x16,cached,12,precompute,30,4.885612500000001,4.676707700000001,5.0217143,0,0,0,0
mcl,bls12_381,off,swapped,1x16,cached,12,preparation,30,2e-05,2e-05,2.1e-05,0,0,0,0
mcl,bls12_381,off,swapped,1x16,cached,12,share_generation,30,2.8885285,2.8809909,2.8949173,0,0,0,0
mcl,bls12_381,off,swapped,1x16,cached,12,validation,30,1.0460414999999998,1.0340329,1.055096,0,0,0,0
mcl,bls12_381,off,swapped,1x16,cold,12,acceptance,30,6.4196195,6.3853049,6.4416055000000005,0,0,0,0
mcl,bls12_381,off,swapped,1x16,cold,12,combiner,30,70.2529775,70.1325138,70.4068582,0,0,0,0
mcl,bls12_381,off,swapped,1x16,cold,12,encryption,30,1.093748,1.0853587,1.1046341000000002,0,0,0,0
mcl,bls12_381,off,swapped,1x16,cold,12,end_to_end,30,75.29604599999999,75.1791218,75.4361746,0,0,0,0
mcl,bls12_381,off,swapped,1x16,cold,12,opening,30,8.439474,8.429882099999999,8.4517041,0,0,0,0
mcl,bls12_381,off,swapped,1x16,cold,12,precompute,30,4.881660999999999,4.8180259,4.9941911,0,0,0,0
mcl,bls12_381,off,swapped,1x16,cold,12,preparation,30,50.541573,50.4511944,50.6187999,0,0,0,0
mcl,bls12_381,off,swapped,1x16,cold,12,share_generation,30,2.886836,2.8785727000000003,2.8977933,0,0,0,0
mcl,bls12_381,off,swapped,1x16,cold,12,validation,30,1.0450405,1.0386568,1.0534075,0,0,0,0
mcl,bls12_381,off,swapped,4x4,cached,12,acceptance,30,5.199498,5.178961500000001,5.2167496,0,0,0,0
mcl,bls12_381,off,swapped,4x4,cached,12,combiner,30,15.393698,15.300799,15.4571275,0,0,0,0
mcl,bls12_381,off,swapped,4x4,cached,12,encryption,30,1.1009325,1.0904489000000002,1.1076279,0,0,0,0
mcl,bls12_381,off,swapped,4x4,cached,12,end_to_end,30,20.7632495,20.6369705,20.8299722,0,0,0,0
mcl,bls12_381,off,swapped,4x4,cached,12,opening,30,8.4610035,8.4235106,8.472804,0,0,0,0
mcl,bls12_381,off,swapped,4x4,cached,12,precompute,30,1.726261,1.6947383,1.7847403000000002,0,0,0,0
mcl,bls12_381,off,swapped,4x4,cached,12,preparation,30,2e-05,2e-05,2e-05,0,0,0,0
mcl,bls12_381,off,swapped,4x4,cached,12,share_generation,30,3.2464950000000004,3.2324516,3.2560942,0,0,0,0
mcl,bls12_381,off,swapped,4x4,cached,12,validation,30,1.0125009999999999,1.0049599,1.0252913000000001,0,0,0,0
mcl,bls12_381,off,swapped,4x4,cold,12,acceptance,30,5.166608,5.1496597,5.1924383,0,0,0,0
mcl,bls12_381,off,swapped,4x4,cold,12,combiner,30,34.9447215,34.8898824,35.127090100000004,0,0,0,0
mcl,bls12_381,off,swapped,4x4,cold,12,encryption,30,1.0972475,1.085807,1.1032918999999999,0,0,0,0
mcl,bls12_381,off,swapped,4x4,cold,12,end_to_end,30,40.2907955,40.2234853,40.4750886,0,0,0,0
mcl,bls12_381,off,swapped,4x4,cold,12,opening,30,8.402383,8.382764,8.4325503,0,0,0,0
mcl,bls12_381,off,swapped,4x4,cold,12,precompute,30,1.7120220000000002,1.6698693,1.7853475,0,0,0,0
mcl,bls12_381,off,swapped,4x4,cold,12,preparation,30,19.682349000000002,19.618355899999997,19.7519423,0,0,0,0
mcl,bls12_381,off,swapped,4x4,cold,12,share_generation,30,3.2360355,3.2237139,3.247462,0,0,0,0
mcl,bls12_381,off,swapped,4x4,cold,12,validation,30,1.009872,1.0016324,1.0283132,0,0,0,0
mcl,bls12_381,off,swapped,8x2,cached,12,acceptance,30,5.027186,4.990723699999999,5.0612091999999995,0,0,0,0
mcl,bls12_381,off,swapped,8x2,cached,12,combiner,30,14.8316655,14.752105700000001,14.895707100000001,0,0,0,0
mcl,bls12_381,off,swapped,8x2,cached,12,encryption,30,1.105073,1.0862786,1.1180160000000001,0,0,0,0
mcl,bls12_381,off,swapped,8x2,cached,12,end_to_end,30,20.230102000000002,20.1178102,20.2858965,0,0,0,0
mcl,bls12_381,off,swapped,8x2,cached,12,opening,30,8.469015,8.4224616,8.4881651,0,0,0,0
mcl,bls12_381,off,swapped,8x2,cached,12,precompute,30,1.331509,1.3058769,1.3659442,0,0,0,0
mcl,bls12_381,off,swapped,8x2,cached,12,preparation,30,2e-05,2e-05,2e-05,0,0,0,0
mcl,bls12_381,off,swapped,8x2,cached,12,share_generation,30,3.2656765,3.2436518000000003,3.2871853,0,0,0,0
mcl,bls12_381,off,swapped,8x2,cached,12,validation,30,1.009917,0.9976026,1.0268625,0,0,0,0
mcl,bls12_381,off,swapped,8x2,cold,12,acceptance,30,4.992879,4.9615626,5.0327136,0,0,0,0
mcl,bls12_381,off,swapped,8x2,cold,12,combiner,30,30.685225000000003,30.4778676,30.817014,0,0,0,0
mcl,bls12_381,off,swapped,8x2,cold,12,encryption,30,1.0920805,1.0852777,1.1079362,0,0,0,0
mcl,bls12_381,off,swapped,8x2,cold,12,end_to_end,30,36.033842500000006,35.8106112,36.1685285,0,0,0,0
mcl,bls12_381,off,swapped,8x2,cold,12,opening,30,8.400396,8.3528492,8.4463811,0,0,0,0
mcl,bls12_381,off,swapped,8x2,cold,12,precompute,30,1.3244695,1.2964303,1.3674781,0,0,0,0
mcl,bls12_381,off,swapped,8x2,cold,12,preparation,30,15.951484,15.8295515,16.0156651,0,0,0,0
mcl,bls12_381,off,swapped,8x2,cold,12,share_generation,30,3.2502705,3.2379164,3.2632923000000003,0,0,0,0
mcl,bls12_381,off,swapped,8x2,cold,12,validation,30,1.0028975,0.9861308,1.0243432000000001,0,0,0,0
mcl,bn254,off,normal,1x16,cached,12,acceptance,30,5.223301,5.2009599,5.2343475999999995,0,0,0,0
mcl,bn254,off,normal,1x16,cached,12,combiner,30,14.2456,14.1889558,14.3431615,0,0,0,0
mcl,bn254,off,normal,1x16,cached,12,encryption,30,0.697363,0.68708,0.7111337,0,0,0,0
mcl,bn254,off,normal,1x16,cached,12,end_to_end,30,16.379852,16.3119737,16.4681771,0,0,0,0
mcl,bn254,off,normal,1x16,cached,12,opening,30,6.301992,6.2934758,6.3121501,0,0,0,0
mcl,bn254,off,normal,1x16,cached,12,precompute,30,2.7322035,2.6651429,2.8145306,0,0,0,0
mcl,bn254,off,normal,1x16,cached,12,preparation,30,2e-05,2e-05,2e-05,0,0,0,0
mcl,bn254,off,normal,1x16,cached,12,share_generation,30,0.7136910000000001,0.7094509,0.7250317,0,0,0,0
mcl,bn254,off,normal,1x16,cached,12,validation,30,0.717726,0.7087161,0.7342611,0,0,0,0
mcl,bn254,off,normal,1x16,cold,12,acceptance,30,5.23005,5.1957849000000005,5.250336099999999,0,0,0,0
mcl,bn254,off,normal,1x16,cold,12,combiner,30,72.6619525,72.4639608,72.8607654,0,0,0,0
mcl,bn254,off,normal,1x16,cold,12,encryption,30,0.7073315,0.700416,0.7166551999999999,0,0,0,0
mcl,bn254,off,normal,1x16,cold,12,end_to_end,30,74.8208925,74.6146306,75.03916240000001,0,0,0,0
mcl,bn254,off,normal,1x16,cold,12,opening,30,6.3267365,6.3003252,6.3415908000000005,0,0,0,0
mcl,bn254,off,normal,1x16,cold,12,precompute,30,2.8153825,2.7104506,2.8765784,0,0,0,0
mcl,bn254,off,normal,1x16,cold,12,preparation,30,58.339019,58.1103769,58.476101299999996,0,0,0,0
mcl,bn254,off,normal,1x16,cold,12,share_generation,30,0.7218815,0.7166089,0.7282820999999999,0,0,0,0
mcl,bn254,off,normal,1x16,cold,12,validation,30,0.7231735,0.7154979,0.7352675,0,0,0,0
mcl,bn254,off,normal,4x4,cached,12,acceptance,30,4.311393,4.2860248,4.3320566000000005,0,0,0,0
mcl,bn254,off,normal,4x4,cached,12,combiner,30,11.7868825,11.7231325,11.8727373,0,0,0,0
mcl,bn254,off,normal,4x4,cached,12,encryption,30,0.7073315,0.6930647,0.718938,0,0,0,0
mcl,bn254,off,normal,4x4,cached,12,end_to_end,30,14.128014,14.0579934,14.2068302,0,0,0,0
mcl,bn254,off,normal,4x4,cached,12,opening,30,6.305933,6.2759518000000005,6.3119480999999995,0,0,0,0
mcl,bn254,off,normal,4x4,cached,12,precompute,30,1.1793,1.1287111,1.2425591,0,0,0,0
mcl,bn254,off,normal,4x4,cached,12,preparation,30,2e-05,2e-05,2e-05,0,0,0,0
mcl,bn254,off,normal,4x4,cached,12,share_generation,30,0.9288005,0.9224640000000001,0.9358831,0,0,0,0
mcl,bn254,off,normal,4x4,cached,12,validation,30,0.704528,0.690056,0.7168162,0,0,0,0
mcl,bn254,off,normal,4x4,cold,12,acceptance,30,4.296848,4.282092,4.3119683,0,0,0,0
mcl,bn254,off,normal,4x4,cold,12,combiner,30,33.674502,33.446115999999996,33.9040806,0,0,0,0
mcl,bn254,off,normal,4x4,cold,12,encryption,30,0.698995,0.6865399,0.7167034,0,0,0,0
mcl,bn254,off,normal,4x4,cold,12,end_to_end,30,36.022828000000004,35.768106,36.2294215,0,0,0,0
mcl,bn254,off,normal,4x4,cold,12,opening,30,6.272552,6.2357227,6.2952803,0,0,0,0
mcl,bn254,off,normal,4x4,cold,12,precompute,30,1.1655514999999999,1.1066749,1.2090750000000001,0,0,0,0
mcl,bn254,off,normal,4x4,cold,12,preparation,30,21.95421,21.751307699999998,22.151881300000003,0,0,0,0
mcl,bn254,off,normal,4x4,cold,12,share_generation,30,0.928636,0.9229472000000001,0.9414536,0,0,0,0
mcl,bn254,off,normal,4x4,cold,12,validation,30,0.6984144999999999,0.6809435,0.7164841,0,0,0,0
mcl,bn254,off,normal,8x2,cached,12,acceptance,30,4.168436,4.1334779,4.1997881,0,0,0,0
mcl,bn254,off,normal,8x2,cached,12,combiner,30,11.358048,11.3210022,11.4283854,0,0,0,0
mcl,bn254,off,normal,8x2,cached,12,encryption,30,0.6998565,0.6918465,0.7166417,0,0,0,0
mcl,bn254,off,normal,8x2,cached,12,end_to_end,30,13.833735,13.7697727,13.9212462,0,0,0,0
mcl,bn254,off,normal,8x2,cached,12,opening,30,6.304276,6.2665986,6.3264391,0,0,0,0
mcl,bn254,off,normal,8x2,cached,12,precompute,30,0.8995310000000001,0.8618695,0.9293264,0,0,0,0
mcl,bn254,off,normal,8x2,cached,12,preparation,30,2e-05,2e-05,2e-05,0,0,0,0
mcl,bn254,off,normal,8x2,cached,12,share_generation,30,1.0690635,1.0616249,1.0781553,0,0,0,0
mcl,bn254,off,normal,8x2,cached,12,validation,30,0.6959215,0.6886776,0.712227,0,0,0,0
mcl,bn254,off,normal,8x2,cold,12,acceptance,30,4.147863,4.11373,4.1869002,0,0,0,0
mcl,bn254,off,normal,8x2,cold,12,combiner,30,28.122765,28.0139102,28.4013436,0,0,0,0
mcl,bn254,off,normal,8x2,cold,12,encryption,30,0.6962465,0.6871115,0.7124172,0,0,0,0
mcl,bn254,off,normal,8x2,cold,12,end_to_end,30,30.592242499999998,30.4559851,30.8765743,0,0,0,0
mcl,bn254,off,normal,8x2,cold,12,opening,30,6.2416045,6.2262053,6.2930474,0,0,0,0
mcl,bn254,off,normal,8x2,cold,12,precompute,30,0.897984,0.8627605,0.9246677999999999,0,0,0,0
mcl,bn254,off,normal,8x2,cold,12,preparation,30,16.852076,16.7720407,17.0151561,0,0,0,0
mcl,bn254,off,normal,8x2,cold,12,share_generation,30,1.0639865,1.05588,1.0734752,0,0,0,0
mcl,bn254,off,normal,8x2,cold,12,validation,30,0.701253,0.6852268,0.7132251000000001,0,0,0,0
mcl,bn254,off,swapped,1x16,cached,12,acceptance,30,6.247427500000001,6.2179666,6.266374,0,0,0,0
mcl,bn254,off,swapped,1x16,cached,12,combiner,30,16.194463,16.0728357,16.2629005,0,0,0,0
mcl,bn254,off,swapped,1x16,cached,12,encryption,30,0.753235,0.7424019,0.7670325,0,0,0,0
mcl,bn254,off,swapped,1x16,cached,12,end_to_end,30,19.464845500000003,19.3289158,19.5181326,0,0,0,0
mcl,bn254,off,swapped,1x16,cached,12,opening,30,6.302073,6.2873359,6.3202300000000005,0,0,0,0
mcl,bn254,off,swapped,1x16,cached,12,precompute,30,3.6177695,3.5479605,3.7434015,0,0,0,0
mcl,bn254,off,swapped,1x16,cached,12,preparation,30,2e-05,2e-05,2e-05,0,0,0,0
mcl,bn254,off,swapped,1x16,cached,12,share_generation,30,1.5742880000000001,1.5686909,1.5822021,0,0,0,0
mcl,bn254,off,swapped,1x16,cached,12,validation,30,0.934539,0.9258679,0.9476456999999999,0,0,0,0
mcl,bn254,off,swapped,1x16,cold,12,acceptance,30,6.279577,6.263688999999999,6.2953221,0,0,0,0
mcl,bn254,off,swapped,1x16,cold,12,combiner,30,47.316563,47.060113400000006,47.460364600000005,0,0,0,0
mcl,bn254,off,swapped,1x16,cold,12,encryption,30,0.7584265,0.7460626,0.7725352,0,0,0,0
mcl,bn254,off,swapped,1x16,cold,12,end_to_end,30,50.6152395,50.3344164,50.8009256,0,0,0,0
mcl,bn254,off,swapped,1x16,cold,12,opening,30,6.3395395,6.317481900000001,6.3609402,0,0,0,0
mcl,bn254,off,swapped,1x16,cold,12,precompute,30,3.6429395,3.4643366,3.7543672,0,0,0,0
mcl,bn254,off,swapped,1x16,cold,12,preparation,30,31.039802,30.9933837,31.100450300000002,0,0,0,0
mcl,bn254,off,swapped,1x16,cold,12,share_generation,30,1.5858634999999999,1.580111,1.597502,0,0,0,0
mcl,bn254,off,swapped,1x16,cold,12,validation,30,0.9448380000000001,0.9320218,0.9659743000000001,0,0,0,0
mcl,bn254,off,swapped,4x4,cached,12,acceptance,30,5.342224,5.3127021,5.362902,0,0,0,0
mcl,bn254,off,swapped,4x4,cached,12,combiner,30,12.9682205,12.9118397,13.1828238,0,0,0,0
mcl,bn254,off,swapped,4x4,cached,12,encryption,30,0.7590975,0.747895,0.7761792,0,0,0,0
mcl,bn254,off,swapped,4x4,cached,12,end_to_end,30,16.457473999999998,16.3755411,16.6487536,0,0,0,0
mcl,bn254,off,swapped,4x4,cached,12,opening,30,6.309642500000001,6.2773049,6.33384,0,0,0,0
mcl,bn254,off,swapped,4x4,cached,12,precompute,30,1.3420035000000001,1.2779772,1.4281344999999999,0,0,0,0
mcl,bn254,off,swapped,4x4,cached,12,preparation,30,2e-05,2e-05,2e-05,0,0,0,0
mcl,bn254,off,swapped,4x4,cached,12,share_generation,30,1.7916210000000001,1.780739,1.7988752,0,0,0,0
mcl,bn254,off,swapped,4x4,cached,12,validation,30,0.9209350000000001,0.904415,0.9411536,0,0,0,0
mcl,bn254,off,swapped,4x4,cold,12,acceptance,30,5.3167945,5.2857788,5.3451693,0,0,0,0
mcl,bn254,off,swapped,4x4,cold,12,combiner,30,25.377919,25.200018099999998,25.4471673,0,0,0,0
mcl,bn254,off,swapped,4x4,cold,12,encryption,30,0.7563595000000001,0.7396419,0.775234,0,0,0,0
mcl,bn254,off,swapped,4x4,cold,12,end_to_end,30,28.838513499999998,28.620040900000003,28.9280146,0,0,0,0
mcl,bn254,off,swapped,4x4,cold,12,opening,30,6.299439,6.2436918,6.3068415,0,0,0,0
mcl,bn254,off,swapped,4x4,cold,12,precompute,30,1.337237,1.2901439000000001,1.3927344,0,0,0,0
mcl,bn254,off,swapped,4x4,cold,12,preparation,30,12.417194,12.3265285,12.4725711,0,0,0,0
mcl,bn254,off,swapped,4x4,cold,12,share_generation,30,1.7887075000000001,1.7811517,1.7967941,0,0,0,0
mcl,bn254,off,swapped,4x4,cold,12,validation,30,0.9162035,0.9018979,0.9391963999999999,0,0,0,0
mcl,bn254,off,swapped,8x2,cached,12,acceptance,30,5.221724,5.172639500000001,5.2588263,0,0,0,0
mcl,bn254,off,swapped,8x2,cached,12,combiner,30,12.549069500000002,12.4722574,12.602384500000001,0,0,0,0
mcl,bn254,off,swapped,8x2,cached,12,encryption,30,0.7608305,0.7505444,0.7768758,0,0,0,0
mcl,bn254,off,swapped,8x2,cached,12,end_to_end,30,16.048913,15.957756400000001,16.10129,0,0,0,0
mcl,bn254,off,swapped,8x2,cached,12,opening,30,6.333466,6.2983246,6.3504474,0,0,0,0
mcl,bn254,off,swapped,8x2,cached,12,precompute,30,0.9945204999999999,0.9679776,1.023484,0,0,0,0
mcl,bn254,off,swapped,8x2,cached,12,preparation,30,2e-05,2e-05,3e-05,0,0,0,0
mcl,bn254,off,swapped,8x2,cached,12,share_generation,30,1.8203455000000002,1.8064099,1.8361832,0,0,0,0
mcl,bn254,off,swapped,8x2,cached,12,validation,30,0.918867,0.9024087,0.9319993,0,0,0,0
mcl,bn254,off,swapped,8x2,cold,12,acceptance,30,5.2104675,5.172382,5.2395081,0,0,0,0
mcl,bn254,off,swapped,8x2,cold,12,combiner,30,22.673819,22.5889406,22.7709534,0,0,0,0
mcl,bn254,off,swapped,8x2,cold,12,encryption,30,0.7586975,0.750058,0.7702573,0,0,0,0
mcl,bn254,off,swapped,8x2,cold,12,end_to_end,30,26.176801,26.0887268,26.2572616,0,0,0,0
mcl,bn254,off,swapped,8x2,cold,12,opening,30,6.3060235,6.2785402,6.3274623,0,0,0,0
mcl,bn254,off,swapped,8x2,cold,12,precompute,30,0.993174,0.9723955,1.0405837,0,0,0,0
mcl,bn254,off,swapped,8x2,cold,12,preparation,30,10.1615705,10.1110699,10.2039646,0,0,0,0
mcl,bn254,off,swapped,8x2,cold,12,share_generation,30,1.8233195000000002,1.8107508,1.8402393000000001,0,0,0,0
mcl,bn254,off,swapped,8x2,cold,12,validation,30,0.9151214999999999,0.902117,0.9348303,0,0,0,0
