curve,simd,orientation,total,batch,setup,cache,threads,parties,total_weight,required_weight,selected_parties,accepted_weight,sample,phase,milliseconds,avx_msm,avx_each
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,0,encryption,3.296450,0,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,0,validation,2.976391,0,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,0,share_generation,23.786140,0,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,0,acceptance,27.675696,0,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,0,preparation,15.735076,1,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,0,precompute,4.629192,0,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,0,opening,49.166262,0,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,0,combiner,97.206396,1,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,0,decryption_total,120.992626,1,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,0,end_to_end,127.265747,1,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,1,encryption,3.278666,0,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,1,validation,2.961560,0,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,1,share_generation,23.803294,0,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,1,acceptance,27.702383,0,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,1,preparation,15.583517,1,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,1,precompute,4.660135,0,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,1,opening,49.287057,0,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,1,combiner,97.233272,1,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,1,decryption_total,121.036656,1,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,1,end_to_end,127.277042,1,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,2,encryption,3.287879,0,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,2,validation,2.966286,0,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,2,share_generation,23.881651,0,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,2,acceptance,27.680102,0,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,2,preparation,15.572442,1,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,2,precompute,4.614492,0,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,2,opening,49.355762,0,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,2,combiner,97.222978,1,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,2,decryption_total,121.104680,1,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,2,end_to_end,127.359005,1,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,3,encryption,3.279487,0,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,3,validation,2.947451,0,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,3,share_generation,23.879920,0,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,3,acceptance,27.721148,0,0
