curve,simd,orientation,total,batch,setup,cache,threads,parties,total_weight,required_weight,selected_parties,accepted_weight,sample,phase,milliseconds,avx_msm,avx_each
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,0,encryption,3.290051,0,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,0,validation,2.962511,0,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,0,share_generation,23.877517,0,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,0,acceptance,27.611609,0,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,0,preparation,15.627057,1,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,0,precompute,4.813225,0,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,0,opening,49.245352,0,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,0,combiner,97.297334,1,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,0,decryption_total,121.174891,1,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,0,end_to_end,127.427524,1,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,1,encryption,3.278776,0,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,1,validation,2.987075,0,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,1,share_generation,23.927896,0,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,1,acceptance,27.781282,0,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,1,preparation,15.688893,1,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,1,precompute,4.671070,0,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,1,opening,49.218225,0,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,1,combiner,97.359620,1,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,1,decryption_total,121.287566,1,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,1,end_to_end,127.553628,1,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,2,encryption,3.282231,0,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,2,validation,2.973466,0,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,2,share_generation,23.914577,0,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,2,acceptance,27.898514,0,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,2,preparation,15.673010,1,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,2,precompute,4.680092,0,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,2,opening,49.290744,0,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,2,combiner,97.542531,1,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,2,decryption_total,121.457198,1,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,2,end_to_end,127.713126,1,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,3,encryption,3.296501,0,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,3,validation,3.267741,0,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,3,share_generation,29.568048,0,0
bls12_381,avx512,swapped,64,2,64,cold,12,419,1580,1060,76,1062,3,acceptance,27.787100,0,0
