curve,simd,orientation,total,batch,setup,cache,threads,parties,total_weight,required_weight,selected_parties,accepted_weight,sample,phase,milliseconds,avx_msm,avx_each
bn254,off,normal,128,2,128,cold,12,419,1580,1060,76,1062,0,encryption,4.119782,0,0
bn254,off,normal,128,2,128,cold,12,419,1580,1060,76,1062,0,validation,4.466258,0,0
bn254,off,normal,128,2,128,cold,12,419,1580,1060,76,1062,0,share_generation,15.204477,0,0
bn254,off,normal,128,2,128,cold,12,419,1580,1060,76,1062,0,acceptance,56.250529,0,0
bn254,off,normal,128,2,128,cold,12,419,1580,1060,76,1062,0,preparation,23.849378,0,0
bn254,off,normal,128,2,128,cold,12,419,1580,1060,76,1062,0,precompute,6.639345,0,0
bn254,off,normal,128,2,128,cold,12,419,1580,1060,76,1062,0,opening,79.348405,0,0
bn254,off,normal,128,2,128,cold,12,419,1580,1060,76,1062,0,combiner,166.087827,0,0
bn254,off,normal,128,2,128,cold,12,419,1580,1060,76,1062,0,decryption_total,181.292394,0,0
bn254,off,normal,128,2,128,cold,12,419,1580,1060,76,1062,0,end_to_end,189.878614,0,0
bn254,off,normal,128,2,128,cold,12,419,1580,1060,76,1062,1,encryption,4.118060,0,0
bn254,off,normal,128,2,128,cold,12,419,1580,1060,76,1062,1,validation,4.123528,0,0
bn254,off,normal,128,2,128,cold,12,419,1580,1060,76,1062,1,share_generation,15.170309,0,0
bn254,off,normal,128,2,128,cold,12,419,1580,1060,76,1062,1,acceptance,56.357076,0,0
bn254,off,normal,128,2,128,cold,12,419,1580,1060,76,1062,1,preparation,23.825165,0,0
bn254,off,normal,128,2,128,cold,12,419,1580,1060,76,1062,1,precompute,6.991569,0,0
bn254,off,normal,128,2,128,cold,12,419,1580,1060,76,1062,1,opening,79.440962,0,0
bn254,off,normal,128,2,128,cold,12,419,1580,1060,76,1062,1,combiner,166.614882,0,0
bn254,off,normal,128,2,128,cold,12,419,1580,1060,76,1062,1,decryption_total,181.785281,0,0
bn254,off,normal,128,2,128,cold,12,419,1580,1060,76,1062,1,end_to_end,190.027039,0,0
bn254,off,normal,128,2,128,cold,12,419,1580,1060,76,1062,2,encryption,4.110599,0,0
bn254,off,normal,128,2,128,cold,12,419,1580,1060,76,1062,2,validation,4.139490,0,0
bn254,off,normal,128,2,128,cold,12,419,1580,1060,76,1062,2,share_generation,15.222601,0,0
bn254,off,normal,128,2,128,cold,12,419,1580,1060,76,1062,2,acceptance,56.294440,0,0
bn254,off,normal,128,2,128,cold,12,419,1580,1060,76,1062,2,preparation,23.896993,0,0
bn254,off,normal,128,2,128,cold,12,419,1580,1060,76,1062,2,precompute,6.215953,0,0
bn254,off,normal,128,2,128,cold,12,419,1580,1060,76,1062,2,opening,73.506194,0,0
bn254,off,normal,128,2,128,cold,12,419,1580,1060,76,1062,2,combiner,159.913671,0,0
bn254,off,normal,128,2,128,cold,12,419,1580,1060,76,1062,2,decryption_total,175.136352,0,0
bn254,off,normal,128,2,128,cold,12,419,1580,1060,76,1062,2,end_to_end,183.386601,0,0
bn254,off,normal,128,2,128,cold,12,419,1580,1060,76,1062,3,encryption,4.113043,0,0
bn254,off,normal,128,2,128,cold,12,419,1580,1060,76,1062,3,validation,4.450246,0,0
bn254,off,normal,128,2,128,cold,12,419,1580,1060,76,1062,3,share_generation,15.179603,0,0
bn254,off,normal,128,2,128,cold,12,419,1580,1060,76,1062,3,acceptance,56.490859,0,0
bn254,off,normal,128,2,128,cold,12,419,1580,1060,76,1062,3,preparation,23.706502,0,0
bn254,off,normal,128,2,128,cold,12,419,1580,1060,76,1062,3,precompute,6.693449,0,0
bn254,off,normal,128,2,128,cold,12,419,1580,1060,76,1062,3,opening,73.408261,0,0
bn254,off,normal,128,2,128,cold,12,419,1580,1060,76,1062,3,combiner,160.299181,0,0
bn254,off,normal,128,2,128,cold,12,419,1580,1060,76,1062,3,decryption_total,175.478824,0,0
bn254,off,normal,128,2,128,cold,12,419,1580,1060,76,1062,3,end_to_end,184.042183,0,0
bn254,off,normal,128,2,128,cold,12,419,1580,1060,76,1062,4,encryption,4.102599,0,0
bn254,off,normal,128,2,128,cold,12,419,1580,1060,76,1062,4,validation,4.463324,0,0
bn254,off,normal,128,2,128,cold,12,419,1580,1060,76,1062,4,share_generation,15.152445,0,0
bn254,off,normal,128,2,128,cold,12,419,1580,1060,76,1062,4,acceptance,56.439409,0,0
