curve,simd,orientation,total,batch,setup,cache,threads,parties,total_weight,required_weight,selected_parties,accepted_weight,sample,phase,milliseconds,avx_msm,avx_each
bn254,off,swapped,256,2,256,cold,12,419,1580,1060,76,1062,0,encryption,8.831237,0,0
bn254,off,swapped,256,2,256,cold,12,419,1580,1060,76,1062,0,validation,12.175474,0,0
bn254,off,swapped,256,2,256,cold,12,419,1580,1060,76,1062,0,share_generation,52.324042,0,0
bn254,off,swapped,256,2,256,cold,12,419,1580,1060,76,1062,0,acceptance,135.524469,0,0
bn254,off,swapped,256,2,256,cold,12,419,1580,1060,76,1062,0,preparation,12.494031,0,0
bn254,off,swapped,256,2,256,cold,12,419,1580,1060,76,1062,0,precompute,13.954228,0,0
bn254,off,swapped,256,2,256,cold,12,419,1580,1060,76,1062,0,opening,141.357515,0,0
bn254,off,swapped,256,2,256,cold,12,419,1580,1060,76,1062,0,combiner,303.330414,0,0
bn254,off,swapped,256,2,256,cold,12,419,1580,1060,76,1062,0,decryption_total,355.654506,0,0
bn254,off,swapped,256,2,256,cold,12,419,1580,1060,76,1062,0,end_to_end,376.661397,0,0
bn254,off,swapped,256,2,256,cold,12,419,1580,1060,76,1062,1,encryption,8.885812,0,0
bn254,off,swapped,256,2,256,cold,12,419,1580,1060,76,1062,1,validation,10.729636,0,0
bn254,off,swapped,256,2,256,cold,12,419,1580,1060,76,1062,1,share_generation,52.479256,0,0
bn254,off,swapped,256,2,256,cold,12,419,1580,1060,76,1062,1,acceptance,144.366962,0,0
bn254,off,swapped,256,2,256,cold,12,419,1580,1060,76,1062,1,preparation,12.639451,0,0
bn254,off,swapped,256,2,256,cold,12,419,1580,1060,76,1062,1,precompute,13.242680,0,0
bn254,off,swapped,256,2,256,cold,12,419,1580,1060,76,1062,1,opening,152.665417,0,0
bn254,off,swapped,256,2,256,cold,12,419,1580,1060,76,1062,1,combiner,322.914650,0,0
bn254,off,swapped,256,2,256,cold,12,419,1580,1060,76,1062,1,decryption_total,375.393956,0,0
bn254,off,swapped,256,2,256,cold,12,419,1580,1060,76,1062,1,end_to_end,395.009474,0,0
bn254,off,swapped,256,2,256,cold,12,419,1580,1060,76,1062,2,encryption,8.879964,0,0
bn254,off,swapped,256,2,256,cold,12,419,1580,1060,76,1062,2,validation,11.298238,0,0
bn254,off,swapped,256,2,256,cold,12,419,1580,1060,76,1062,2,share_generation,52.258211,0,0
bn254,off,swapped,256,2,256,cold,12,419,1580,1060,76,1062,2,acceptance,144.287613,0,0
bn254,off,swapped,256,2,256,cold,12,419,1580,1060,76,1062,2,preparation,12.505607,0,0
bn254,off,swapped,256,2,256,cold,12,419,1580,1060,76,1062,2,precompute,13.327898,0,0
bn254,off,swapped,256,2,256,cold,12,419,1580,1060,76,1062,2,opening,140.950917,0,0
bn254,off,swapped,256,2,256,cold,12,419,1580,1060,76,1062,2,combiner,311.072175,0,0
bn254,off,swapped,256,2,256,cold,12,419,1580,1060,76,1062,2,decryption_total,363.330476,0,0
bn254,off,swapped,256,2,256,cold,12,419,1580,1060,76,1062,2,end_to_end,383.508849,0,0
bn254,off,swapped,256,2,256,cold,12,419,1580,1060,76,1062,3,encryption,8.932827,0,0
