config,error,total,batch,cache,round,sample,phase,ms
blst_swapped,1/32,16,16,cold,1,14,encryption,1.3477329999999998
blst_swapped,1/32,16,16,cold,1,14,validation,0.6008349999999999
blst_swapped,1/32,16,16,cold,1,14,share_generation,8.097228999999999
blst_swapped,1/32,16,16,cold,1,14,acceptance,8.874237
blst_swapped,1/32,16,16,cold,1,14,preparation,107.847555
blst_swapped,1/32,16,16,cold,1,14,precompute,11.6924
blst_swapped,1/32,16,16,cold,1,14,opening,18.714882
blst_swapped,1/32,16,16,cold,1,14,combiner,147.12922400000002
blst_swapped,1/32,16,16,cold,1,14,decryption_total,155.226513
blst_swapped,1/32,16,16,cold,1,14,end_to_end,157.175151
blst_swapped,1/32,16,16,cold,1,14,dec_open,30.407282
blst_swapped,1/32,16,16,cold,1,14,encryption_per_item,0.08423331249999999
blst_swapped,1/32,16,16,cold,1,14,predec_per_validator,0.10249656962025315
blst_swapped,1/32,16,16,cold,1,14,validate_per_validator,0.11233211392405064
bls_avx_swapped_split2,1/32,16,2,cached,1,0,encryption,1.090629
bls_avx_swapped_split2,1/32,16,2,cached,1,0,validation,1.009117
bls_avx_swapped_split2,1/32,16,2,cached,1,0,share_generation,6.489759
bls_avx_swapped_split2,1/32,16,2,cached,1,0,acceptance,9.538089
bls_avx_swapped_split2,1/32,16,2,cached,1,0,preparation,2e-05
bls_avx_swapped_split2,1/32,16,2,cached,1,0,precompute,1.32395
bls_avx_swapped_split2,1/32,16,2,cached,1,0,opening,16.93834
bls_avx_swapped_split2,1/32,16,2,cached,1,0,combiner,27.800499
bls_avx_swapped_split2,1/32,16,2,cached,1,0,decryption_total,34.290338
bls_avx_swapped_split2,1/32,16,2,cached,1,0,end_to_end,36.390154
bls_avx_swapped_split2,1/32,16,2,cached,1,0,dec_open,18.26229
bls_avx_swapped_split2,1/32,16,2,cached,1,0,encryption_per_item,0.0681643125
bls_avx_swapped_split2,1/32,16,2,cached,1,0,predec_per_validator,0.08214884810126583
bls_avx_swapped_split2,1/32,16,2,cached,1,0,validate_per_validator,0.12073530379746834
bls_avx_swapped_split2,1/32,16,2,cached,1,1,encryption,1.103156
bls_avx_swapped_split2,1/32,16,2,cached,1,1,validation,0.999083
bls_avx_swapped_split2,1/32,16,2,cached,1,1,share_generation,6.535082
bls_avx_swapped_split2,1/32,16,2,cached,1,1,acceptance,9.537869
bls_avx_swapped_split2,1/32,16,2,cached,1,1,preparation,2e-05
bls_avx_swapped_split2,1/32,16,2,cached,1,1,precompute,1.333833
bls_avx_swapped_split2,1/32,16,2,cached,1,1,opening,16.973238
bls_avx_swapped_split2,1/32,16,2,cached,1,1,combiner,27.84506
bls_avx_swapped_split2,1/32,16,2,cached,1,1,decryption_total,34.380232
bls_avx_swapped_split2,1/32,16,2,cached,1,1,end_to_end,36.482541
bls_avx_swapped_split2,1/32,16,2,cached,1,1,dec_open,18.307070999999997
bls_avx_swapped_split2,1/32,16,2,cached,1,1,encryption_per_item,0.06894725
bls_avx_swapped_split2,1/32,16,2,cached,1,1,predec_per_validator,0.08272255696202532
bls_avx_swapped_split2,1/32,16,2,cached,1,1,validate_per_validator,0.12073251898734177
bls_avx_swapped_split2,1/32,16,2,cached,1,2,encryption,1.107262
bls_avx_swapped_split2,1/32,16,2,cached,1,2,validation,1.000786
bls_avx_swapped_split2,1/32,16,2,cached,1,2,share_generation,6.53381
bls_avx_swapped_split2,1/32,16,2,cached,1,2,acceptance,9.570604
bls_avx_swapped_split2,1/32,16,2,cached,1,2,preparation,2e-05
bls_avx_swapped_split2,1/32,16,2,cached,1,2,precompute,1.321566
bls_avx_swapped_split2,1/32,16,2,cached,1,2,opening,16.931521
bls_avx_swapped_split2,1/32,16,2,cached,1,2,combiner,27.823861
bls_avx_swapped_split2,1/32,16,2,cached,1,2,decryption_total,34.357751
bls_avx_swapped_split2,1/32,16,2,cached,1,2,end_to_end,36.466079
bls_avx_swapped_split2,1/32,16,2,cached,1,2,dec_open,18.253087
bls_avx_swapped_split2,1/32,16,2,cached,1,2,encryption_per_item,0.069203875
bls_avx_swapped_split2,1/32,16,2,cached,1,2,predec_per_validator,0.08270645569620252
bls_avx_swapped_split2,1/32,16,2,cached,1,2,validate_per_validator,0.12114688607594935
bls_avx_swapped_split2,1/32,16,2,cached,1,3,encryption,1.111788
bls_avx_swapped_split2,1/32,16,2,cached,1,3,validation,1.028724
bls_avx_swapped_split2,1/32,16,2,cached,1,3,share_generation,6.513532
bls_avx_swapped_split2,1/32,16,2,cached,1,3,acceptance,9.505174
bls_avx_swapped_split2,1/32,16,2,cached,1,3,preparation,2e-05
bls_avx_swapped_split2,1/32,16,2,cached,1,3,precompute,1.342836
bls_avx_swapped_split2,1/32,16,2,cached,1,3,opening,16.951678
bls_avx_swapped_split2,1/32,16,2,cached,1,3,combiner,27.799878
bls_avx_swapped_split2,1/32,16,2,cached,1,3,decryption_total,34.31346
bls_avx_swapped_split2,1/32,16,2,cached,1,3,end_to_end,36.454072
bls_avx_swapped_split2,1/32,16,2,cached,1,3,dec_open,18.294514
bls_avx_swapped_split2,1/32,16,2,cached,1,3,encryption_per_item,0.06948675
bls_avx_swapped_split2,1/32,16,2,cached,1,3,predec_per_validator,0.08244977215189873
bls_avx_swapped_split2,1/32,16,2,cached,1,3,validate_per_validator,0.12031865822784811
bls_avx_swapped_split2,1/32,16,2,cached,1,4,encryption,1.103006
bls_avx_swapped_split2,1/32,16,2,cached,1,4,validation,1.020322
bls_avx_swapped_split2,1/32,16,2,cached,1,4,share_generation,6.50437
bls_avx_swapped_split2,1/32,16,2,cached,1,4,acceptance,9.531961
bls_avx_swapped_split2,1/32,16,2,cached,1,4,preparation,2e-05
bls_avx_swapped_split2,1/32,16,2,cached,1,4,precompute,1.363364
bls_avx_swapped_split2,1/32,16,2,cached,1,4,opening,16.99721
bls_avx_swapped_split2,1/32,16,2,cached,1,4,combiner,27.892685
bls_avx_swapped_split2,1/32,16,2,cached,1,4,decryption_total,34.397145
bls_avx_swapped_split2,1/32,16,2,cached,1,4,end_to_end,36.520613
bls_avx_swapped_split2,1/32,16,2,cached,1,4,dec_open,18.360574
bls_avx_swapped_split2,1/32,16,2,cached,1,4,encryption_per_item,0.068937875
bls_avx_swapped_split2,1/32,16,2,cached,1,4,predec_per_validator,0.08233379746835442
bls_avx_swapped_split2,1/32,16,2,cached,1,4,validate_per_validator,0.1206577341772152
bls_avx_swapped_split2,1/32,16,2,cached,1,5,encryption,1.112289
bls_avx_swapped_split2,1/32,16,2,cached,1,5,validation,1.01895
bls_avx_swapped_split2,1/32,16,2,cached,1,5,share_generation,6.54856
bls_avx_swapped_split2,1/32,16,2,cached,1,5,acceptance,9.631568
bls_avx_swapped_split2,1/32,16,2,cached,1,5,preparation,2e-05
bls_avx_swapped_split2,1/32,16,2,cached,1,5,precompute,1.355943
bls_avx_swapped_split2,1/32,16,2,cached,1,5,opening,17.00443
bls_avx_swapped_split2,1/32,16,2,cached,1,5,combiner,27.992062
bls_avx_swapped_split2,1/32,16,2,cached,1,5,decryption_total,34.540662
bls_avx_swapped_split2,1/32,16,2,cached,1,5,end_to_end,36.671961
bls_avx_swapped_split2,1/32,16,2,cached,1,5,dec_open,18.360373
bls_avx_swapped_split2,1/32,16,2,cached,1,5,encryption_per_item,0.0695180625
bls_avx_swapped_split2,1/32,16,2,cached,1,5,predec_per_validator,0.08289316455696202
bls_avx_swapped_split2,1/32,16,2,cached,1,5,validate_per_validator,0.12191858227848101
bls_avx_swapped_split2,1/32,16,2,cached,1,6,encryption,1.110736
bls_avx_swapped_split2,1/32,16,2,cached,1,6,validation,1.017959
bls_avx_swapped_split2,1/32,16,2,cached,1,6,share_generation,6.559565
bls_avx_swapped_split2,1/32,16,2,cached,1,6,acceptance,9.580157
bls_avx_swapped_split2,1/32,16,2,cached,1,6,preparation,2e-05
bls_avx_swapped_split2,1/32,16,2,cached,1,6,precompute,1.317091
bls_avx_swapped_split2,1/32,16,2,cached,1,6,opening,17.007004
bls_avx_swapped_split2,1/32,16,2,cached,1,6,combiner,27.904412
bls_avx_swapped_split2,1/32,16,2,cached,1,6,decryption_total,34.464027
bls_avx_swapped_split2,1/32,16,2,cached,1,6,end_to_end,36.592863
bls_avx_swapped_split2,1/32,16,2,cached,1,6,dec_open,18.324095
bls_avx_swapped_split2,1/32,16,2,cached,1,6,encryption_per_item,0.069421
bls_avx_swapped_split2,1/32,16,2,cached,1,6,predec_per_validator,0.08303246835443039
bls_avx_swapped_split2,1/32,16,2,cached,1,6,validate_per_validator,0.12126781012658228
bls_avx_swapped_split2,1/32,16,2,cached,1,7,encryption,1.091761
bls_avx_swapped_split2,1/32,16,2,cached,1,7,validation,1.00377
bls_avx_swapped_split2,1/32,16,2,cached,1,7,share_generation,6.561568
bls_avx_swapped_split2,1/32,16,2,cached,1,7,acceptance,9.638607
bls_avx_swapped_split2,1/32,16,2,cached,1,7,preparation,2e-05
bls_avx_swapped_split2,1/32,16,2,cached,1,7,precompute,1.365477
bls_avx_swapped_split2,1/32,16,2,cached,1,7,opening,17.045427
bls_avx_swapped_split2,1/32,16,2,cached,1,7,combiner,28.049621
bls_avx_swapped_split2,1/32,16,2,cached,1,7,decryption_total,34.611229
bls_avx_swapped_split2,1/32,16,2,cached,1,7,end_to_end,36.70688
bls_avx_swapped_split2,1/32,16,2,cached,1,7,dec_open,18.410904
bls_avx_swapped_split2,1/32,16,2,cached,1,7,encryption_per_item,0.0682350625
bls_avx_swapped_split2,1/32,16,2,cached,1,7,predec_per_validator,0.08305782278481014
bls_avx_swapped_split2,1/32,16,2,cached,1,7,validate_per_validator,0.1220076835443038
bls_avx_swapped_split2,1/32,16,2,cached,1,8,encryption,1.112979
bls_avx_swapped_split2,1/32,16,2,cached,1,8,validation,1.017799
bls_avx_swapped_split2,1/32,16,2,cached,1,8,share_generation,6.547318
bls_avx_swapped_split2,1/32,16,2,cached,1,8,acceptance,9.607965
bls_avx_swapped_split2,1/32,16,2,cached,1,8,preparation,2e-05
bls_avx_swapped_split2,1/32,16,2,cached,1,8,precompute,1.326052
bls_avx_swapped_split2,1/32,16,2,cached,1,8,opening,16.978485
bls_avx_swapped_split2,1/32,16,2,cached,1,8,combiner,27.912703
bls_avx_swapped_split2,1/32,16,2,cached,1,8,decryption_total,34.460101
bls_avx_swapped_split2,1/32,16,2,cached,1,8,end_to_end,36.59106
bls_avx_swapped_split2,1/32,16,2,cached,1,8,dec_open,18.304537
bls_avx_swapped_split2,1/32,16,2,cached,1,8,encryption_per_item,0.0695611875
bls_avx_swapped_split2,1/32,16,2,cached,1,8,predec_per_validator,0.08287744303797467
bls_avx_swapped_split2,1/32,16,2,cached,1,8,validate_per_validator,0.12161981012658228
bls_avx_swapped_split2,1/32,16,2,cached,1,9,encryption,1.10591
bls_avx_swapped_split2,1/32,16,2,cached,1,9,validation,1.018039
bls_avx_swapped_split2,1/32,16,2,cached,1,9,share_generation,6.549021
bls_avx_swapped_split2,1/32,16,2,cached,1,9,acceptance,9.656242
bls_avx_swapped_split2,1/32,16,2,cached,1,9,preparation,2e-05
bls_avx_swapped_split2,1/32,16,2,cached,1,9,precompute,1.315227
bls_avx_swapped_split2,1/32,16,2,cached,1,9,opening,17.014555
bls_avx_swapped_split2,1/32,16,2,cached,1,9,combiner,27.986174
bls_avx_swapped_split2,1/32,16,2,cached,1,9,decryption_total,34.535245
bls_avx_swapped_split2,1/32,16,2,cached,1,9,end_to_end,36.659344
bls_avx_swapped_split2,1/32,16,2,cached,1,9,dec_open,18.329782
bls_avx_swapped_split2,1/32,16,2,cached,1,9,encryption_per_item,0.069119375
bls_avx_swapped_split2,1/32,16,2,cached,1,9,predec_per_validator,0.082899
bls_avx_swapped_split2,1/32,16,2,cached,1,9,validate_per_validator,0.12223091139240508
bls_avx_swapped_split2,1/32,16,2,cached,1,10,encryption,1.10571
bls_avx_swapped_split2,1/32,16,2,cached,1,10,validation,1.015626
bls_avx_swapped_split2,1/32,16,2,cached,1,10,share_generation,6.563651
bls_avx_swapped_split2,1/32,16,2,cached,1,10,acceptance,9.641942
bls_avx_swapped_split2,1/32,16,2,cached,1,10,preparation,2e-05
bls_avx_swapped_split2,1/32,16,2,cached,1,10,precompute,1.368711
bls_avx_swapped_split2,1/32,16,2,cached,1,10,opening,17.01814
bls_avx_swapped_split2,1/32,16,2,cached,1,10,combiner,28.028953
bls_avx_swapped_split2,1/32,16,2,cached,1,10,decryption_total,34.592654
bls_avx_swapped_split2,1/32,16,2,cached,1,10,end_to_end,36.71406
bls_avx_swapped_split2,1/32,16,2,cached,1,10,dec_open,18.386851
bls_avx_swapped_split2,1/32,16,2,cached,1,10,encryption_per_item,0.069106875
bls_avx_swapped_split2,1/32,16,2,cached,1,10,predec_per_validator,0.08308418987341773
bls_avx_swapped_split2,1/32,16,2,cached,1,10,validate_per_validator,0.12204989873417722
bls_avx_swapped_split2,1/32,16,2,cached,1,11,encryption,1.112019
bls_avx_swapped_split2,1/32,16,2,cached,1,11,validation,1.009557
bls_avx_swapped_split2,1/32,16,2,cached,1,11,share_generation,6.559566
bls_avx_swapped_split2,1/32,16,2,cached,1,11,acceptance,9.621814
bls_avx_swapped_split2,1/32,16,2,cached,1,11,preparation,2e-05
bls_avx_swapped_split2,1/32,16,2,cached,1,11,precompute,1.35309
bls_avx_swapped_split2,1/32,16,2,cached,1,11,opening,17.025369
bls_avx_swapped_split2,1/32,16,2,cached,1,11,combiner,28.000423
bls_avx_swapped_split2,1/32,16,2,cached,1,11,decryption_total,34.560029
bls_avx_swapped_split2,1/32,16,2,cached,1,11,end_to_end,36.681715
bls_avx_swapped_split2,1/32,16,2,cached,1,11,dec_open,18.378459
bls_avx_swapped_split2,1/32,16,2,cached,1,11,encryption_per_item,0.0695011875
bls_avx_swapped_split2,1/32,16,2,cached,1,11,predec_per_validator,0.08303248101265823
bls_avx_swapped_split2,1/32,16,2,cached,1,11,validate_per_validator,0.12179511392405064
bls_avx_swapped_split2,1/32,16,2,cached,1,12,encryption,1.095286
bls_avx_swapped_split2,1/32,16,2,cached,1,12,validation,1.010008
bls_avx_swapped_split2,1/32,16,2,cached,1,12,share_generation,6.549241
bls_avx_swapped_split2,1/32,16,2,cached,1,12,acceptance,9.607345
bls_avx_swapped_split2,1/32,16,2,cached,1,12,preparation,2e-05
bls_avx_swapped_split2,1/32,16,2,cached,1,12,precompute,1.332291
bls_avx_swapped_split2,1/32,16,2,cached,1,12,opening,16.982541
bls_avx_swapped_split2,1/32,16,2,cached,1,12,combiner,27.922297
bls_avx_swapped_split2,1/32,16,2,cached,1,12,decryption_total,34.471588
bls_avx_swapped_split2,1/32,16,2,cached,1,12,end_to_end,36.577002
bls_avx_swapped_split2,1/32,16,2,cached,1,12,dec_open,18.314832000000003
bls_avx_swapped_split2,1/32,16,2,cached,1,12,encryption_per_item,0.068455375
bls_avx_swapped_split2,1/32,16,2,cached,1,12,predec_per_validator,0.08290178481012658
bls_avx_swapped_split2,1/32,16,2,cached,1,12,validate_per_validator,0.12161196202531646
bls_avx_swapped_split2,1/32,16,2,cached,1,13,encryption,1.110697
bls_avx_swapped_split2,1/32,16,2,cached,1,13,validation,1.032969
bls_avx_swapped_split2,1/32,16,2,cached,1,13,share_generation,6.544064
bls_avx_swapped_split2,1/32,16,2,cached,1,13,acceptance,9.596689
bls_avx_swapped_split2,1/32,16,2,cached,1,13,preparation,2e-05
bls_avx_swapped_split2,1/32,16,2,cached,1,13,precompute,1.340412
bls_avx_swapped_split2,1/32,16,2,cached,1,13,opening,17.021754
bls_avx_swapped_split2,1/32,16,2,cached,1,13,combiner,27.959016
bls_avx_swapped_split2,1/32,16,2,cached,1,13,decryption_total,34.50316
bls_avx_swapped_split2,1/32,16,2,cached,1,13,end_to_end,36.646977
bls_avx_swapped_split2,1/32,16,2,cached,1,13,dec_open,18.362166000000002
bls_avx_swapped_split2,1/32,16,2,cached,1,13,encryption_per_item,0.0694185625
bls_avx_swapped_split2,1/32,16,2,cached,1,13,predec_per_validator,0.08283625316455696
bls_avx_swapped_split2,1/32,16,2,cached,1,13,validate_per_validator,0.12147707594936709
bls_avx_swapped_split2,1/32,16,2,cached,1,14,encryption,1.097538
bls_avx_swapped_split2,1/32,16,2,cached,1,14,validation,1.002168
bls_avx_swapped_split2,1/32,16,2,cached,1,14,share_generation,6.572553
bls_avx_swapped_split2,1/32,16,2,cached,1,14,acceptance,9.620032
bls_avx_swapped_split2,1/32,16,2,cached,1,14,preparation,2e-05
bls_avx_swapped_split2,1/32,16,2,cached,1,14,precompute,1.329037
bls_avx_swapped_split2,1/32,16,2,cached,1,14,opening,17.012522
bls_avx_swapped_split2,1/32,16,2,cached,1,14,combiner,27.961791
bls_avx_swapped_split2,1/32,16,2,cached,1,14,decryption_total,34.534424
bls_avx_swapped_split2,1/32,16,2,cached,1,14,end_to_end,36.63427
bls_avx_swapped_split2,1/32,16,2,cached,1,14,dec_open,18.341559
bls_avx_swapped_split2,1/32,16,2,cached,1,14,encryption_per_item,0.068596125
bls_avx_swapped_split2,1/32,16,2,cached,1,14,predec_per_validator,0.08319687341772151
bls_avx_swapped_split2,1/32,16,2,cached,1,14,validate_per_validator,0.12177255696202532
bls_avx_swapped_split2,1/32,16,2,cold,1,0,encryption,1.092762
bls_avx_swapped_split2,1/32,16,2,cold,1,0,validation,1.016176
bls_avx_swapped_split2,1/32,16,2,cold,1,0,share_generation,6.511459
bls_avx_swapped_split2,1/32,16,2,cold,1,0,acceptance,9.506596
bls_avx_swapped_split2,1/32,16,2,cold,1,0,preparation,26.251119
bls_avx_swapped_split2,1/32,16,2,cold,1,0,precompute,1.649437
bls_avx_swapped_split2,1/32,16,2,cold,1,0,opening,16.889914
bls_avx_swapped_split2,1/32,16,2,cold,1,0,combiner,54.297216
bls_avx_swapped_split2,1/32,16,2,cold,1,0,decryption_total,60.808715
bls_avx_swapped_split2,1/32,16,2,cold,1,0,end_to_end,62.917814
bls_avx_swapped_split2,1/32,16,2,cold,1,0,dec_open,18.539351
bls_avx_swapped_split2,1/32,16,2,cold,1,0,encryption_per_item,0.068297625
bls_avx_swapped_split2,1/32,16,2,cold,1,0,predec_per_validator,0.08242353164556962
bls_avx_swapped_split2,1/32,16,2,cold,1,0,validate_per_validator,0.1203366582278481
bls_avx_swapped_split2,1/32,16,2,cold,1,1,encryption,1.088827
bls_avx_swapped_split2,1/32,16,2,cold,1,1,validation,1.000205
bls_avx_swapped_split2,1/32,16,2,cold,1,1,share_generation,6.48996
bls_avx_swapped_split2,1/32,16,2,cold,1,1,acceptance,9.556093
bls_avx_swapped_split2,1/32,16,2,cold,1,1,preparation,26.330259
bls_avx_swapped_split2,1/32,16,2,cold,1,1,precompute,1.818229
bls_avx_swapped_split2,1/32,16,2,cold,1,1,opening,16.910882
bls_avx_swapped_split2,1/32,16,2,cold,1,1,combiner,54.615643
bls_avx_swapped_split2,1/32,16,2,cold,1,1,decryption_total,61.105643
bls_avx_swapped_split2,1/32,16,2,cold,1,1,end_to_end,63.194775
bls_avx_swapped_split2,1/32,16,2,cold,1,1,dec_open,18.729111
bls_avx_swapped_split2,1/32,16,2,cold,1,1,encryption_per_item,0.0680516875
bls_avx_swapped_split2,1/32,16,2,cold,1,1,predec_per_validator,0.08215139240506329
bls_avx_swapped_split2,1/32,16,2,cold,1,1,validate_per_validator,0.12096320253164558
bls_avx_swapped_split2,1/32,16,2,cold,1,2,encryption,1.088636
bls_avx_swapped_split2,1/32,16,2,cold,1,2,validation,1.009057
bls_avx_swapped_split2,1/32,16,2,cold,1,2,share_generation,6.513001
bls_avx_swapped_split2,1/32,16,2,cold,1,2,acceptance,9.499547
bls_avx_swapped_split2,1/32,16,2,cold,1,2,preparation,26.309419
bls_avx_swapped_split2,1/32,16,2,cold,1,2,precompute,1.850964
bls_avx_swapped_split2,1/32,16,2,cold,1,2,opening,16.892617
bls_avx_swapped_split2,1/32,16,2,cold,1,2,combiner,54.552657
bls_avx_swapped_split2,1/32,16,2,cold,1,2,decryption_total,61.065748
bls_avx_swapped_split2,1/32,16,2,cold,1,2,end_to_end,63.163551
bls_avx_swapped_split2,1/32,16,2,cold,1,2,dec_open,18.743581000000002
bls_avx_swapped_split2,1/32,16,2,cold,1,2,encryption_per_item,0.06803975
bls_avx_swapped_split2,1/32,16,2,cold,1,2,predec_per_validator,0.0824430506329114
bls_avx_swapped_split2,1/32,16,2,cold,1,2,validate_per_validator,0.12024743037974683
bls_avx_swapped_split2,1/32,16,2,cold,1,3,encryption,1.096176
bls_avx_swapped_split2,1/32,16,2,cold,1,3,validation,1.008075
bls_avx_swapped_split2,1/32,16,2,cold,1,3,share_generation,6.511379
bls_avx_swapped_split2,1/32,16,2,cold,1,3,acceptance,9.541304
bls_avx_swapped_split2,1/32,16,2,cold,1,3,preparation,26.22938
bls_avx_swapped_split2,1/32,16,2,cold,1,3,precompute,1.674601
bls_avx_swapped_split2,1/32,16,2,cold,1,3,opening,16.883054
bls_avx_swapped_split2,1/32,16,2,cold,1,3,combiner,54.328519
bls_avx_swapped_split2,1/32,16,2,cold,1,3,decryption_total,60.839948
bls_avx_swapped_split2,1/32,16,2,cold,1,3,end_to_end,62.94445
bls_avx_swapped_split2,1/32,16,2,cold,1,3,dec_open,18.557655
bls_avx_swapped_split2,1/32,16,2,cold,1,3,encryption_per_item,0.068511
bls_avx_swapped_split2,1/32,16,2,cold,1,3,predec_per_validator,0.08242251898734176
bls_avx_swapped_split2,1/32,16,2,cold,1,3,validate_per_validator,0.12077600000000001
bls_avx_swapped_split2,1/32,16,2,cold,1,4,encryption,1.101864
bls_avx_swapped_split2,1/32,16,2,cold,1,4,validation,1.019732
bls_avx_swapped_split2,1/32,16,2,cold,1,4,share_generation,6.50485
bls_avx_swapped_split2,1/32,16,2,cold,1,4,acceptance,9.536566
bls_avx_swapped_split2,1/32,16,2,cold,1,4,preparation,26.297633
bls_avx_swapped_split2,1/32,16,2,cold,1,4,precompute,1.806453
bls_avx_swapped_split2,1/32,16,2,cold,1,4,opening,16.905094
bls_avx_swapped_split2,1/32,16,2,cold,1,4,combiner,54.545928
bls_avx_swapped_split2,1/32,16,2,cold,1,4,decryption_total,61.050818
bls_avx_swapped_split2,1/32,16,2,cold,1,4,end_to_end,63.172554
bls_avx_swapped_split2,1/32,16,2,cold,1,4,dec_open,18.711547
bls_avx_swapped_split2,1/32,16,2,cold,1,4,encryption_per_item,0.0688665
bls_avx_swapped_split2,1/32,16,2,cold,1,4,predec_per_validator,0.08233987341772152
bls_avx_swapped_split2,1/32,16,2,cold,1,4,validate_per_validator,0.1207160253164557
bls_avx_swapped_split2,1/32,16,2,cold,1,5,encryption,1.097599
bls_avx_swapped_split2,1/32,16,2,cold,1,5,validation,1.005121
bls_avx_swapped_split2,1/32,16,2,cold,1,5,share_generation,6.495166
bls_avx_swapped_split2,1/32,16,2,cold,1,5,acceptance,9.50936
bls_avx_swapped_split2,1/32,16,2,cold,1,5,preparation,26.308248
bls_avx_swapped_split2,1/32,16,2,cold,1,5,precompute,1.778995
bls_avx_swapped_split2,1/32,16,2,cold,1,5,opening,16.882643
bls_avx_swapped_split2,1/32,16,2,cold,1,5,combiner,54.479436
bls_avx_swapped_split2,1/32,16,2,cold,1,5,decryption_total,60.974643
bls_avx_swapped_split2,1/32,16,2,cold,1,5,end_to_end,63.077473
bls_avx_swapped_split2,1/32,16,2,cold,1,5,dec_open,18.661638000000004
bls_avx_swapped_split2,1/32,16,2,cold,1,5,encryption_per_item,0.0685999375
bls_avx_swapped_split2,1/32,16,2,cold,1,5,predec_per_validator,0.0822172911392405
bls_avx_swapped_split2,1/32,16,2,cold,1,5,validate_per_validator,0.12037164556962024
bls_avx_swapped_split2,1/32,16,2,cold,1,6,encryption,1.100843
bls_avx_swapped_split2,1/32,16,2,cold,1,6,validation,1.002808
bls_avx_swapped_split2,1/32,16,2,cold,1,6,share_generation,6.517868
bls_avx_swapped_split2,1/32,16,2,cold,1,6,acceptance,9.505745
bls_avx_swapped_split2,1/32,16,2,cold,1,6,preparation,26.224262
bls_avx_swapped_split2,1/32,16,2,cold,1,6,precompute,1.850023
bls_avx_swapped_split2,1/32,16,2,cold,1,6,opening,16.897834
bls_avx_swapped_split2,1/32,16,2,cold,1,6,combiner,54.478004
bls_avx_swapped_split2,1/32,16,2,cold,1,6,decryption_total,60.995922
bls_avx_swapped_split2,1/32,16,2,cold,1,6,end_to_end,63.099684
bls_avx_swapped_split2,1/32,16,2,cold,1,6,dec_open,18.747857
bls_avx_swapped_split2,1/32,16,2,cold,1,6,encryption_per_item,0.0688026875
bls_avx_swapped_split2,1/32,16,2,cold,1,6,predec_per_validator,0.0825046582278481
bls_avx_swapped_split2,1/32,16,2,cold,1,6,validate_per_validator,0.12032588607594935
bls_avx_swapped_split2,1/32,16,2,cold,1,7,encryption,1.109174
bls_avx_swapped_split2,1/32,16,2,cold,1,7,validation,1.032339
bls_avx_swapped_split2,1/32,16,2,cold,1,7,share_generation,6.499042
bls_avx_swapped_split2,1/32,16,2,cold,1,7,acceptance,9.515328
bls_avx_swapped_split2,1/32,16,2,cold,1,7,preparation,26.390842
bls_avx_swapped_split2,1/32,16,2,cold,1,7,precompute,2.090433
bls_avx_swapped_split2,1/32,16,2,cold,1,7,opening,16.921697
bls_avx_swapped_split2,1/32,16,2,cold,1,7,combiner,54.91853
bls_avx_swapped_split2,1/32,16,2,cold,1,7,decryption_total,61.417622
bls_avx_swapped_split2,1/32,16,2,cold,1,7,end_to_end,63.559276
bls_avx_swapped_split2,1/32,16,2,cold,1,7,dec_open,19.012130000000003
bls_avx_swapped_split2,1/32,16,2,cold,1,7,encryption_per_item,0.069323375
bls_avx_swapped_split2,1/32,16,2,cold,1,7,predec_per_validator,0.08226635443037975
bls_avx_swapped_split2,1/32,16,2,cold,1,7,validate_per_validator,0.12044718987341772
bls_avx_swapped_split2,1/32,16,2,cold,1,8,encryption,1.094093
bls_avx_swapped_split2,1/32,16,2,cold,1,8,validation,1.006584
bls_avx_swapped_split2,1/32,16,2,cold,1,8,share_generation,6.492703
bls_avx_swapped_split2,1/32,16,2,cold,1,8,acceptance,9.530799
bls_avx_swapped_split2,1/32,16,2,cold,1,8,preparation,26.275082
bls_avx_swapped_split2,1/32,16,2,cold,1,8,precompute,2.050308
bls_avx_swapped_split2,1/32,16,2,cold,1,8,opening,16.895922
bls_avx_swapped_split2,1/32,16,2,cold,1,8,combiner,54.752292
bls_avx_swapped_split2,1/32,16,2,cold,1,8,decryption_total,61.245045
bls_avx_swapped_split2,1/32,16,2,cold,1,8,end_to_end,63.345962
bls_avx_swapped_split2,1/32,16,2,cold,1,8,dec_open,18.94623
bls_avx_swapped_split2,1/32,16,2,cold,1,8,encryption_per_item,0.0683808125
bls_avx_swapped_split2,1/32,16,2,cold,1,8,predec_per_validator,0.08218611392405063
bls_avx_swapped_split2,1/32,16,2,cold,1,8,validate_per_validator,0.1206430253164557
bls_avx_swapped_split2,1/32,16,2,cold,1,9,encryption,1.088326
bls_avx_swapped_split2,1/32,16,2,cold,1,9,validation,1.000785
bls_avx_swapped_split2,1/32,16,2,cold,1,9,share_generation,6.512241
bls_avx_swapped_split2,1/32,16,2,cold,1,9,acceptance,9.573147
bls_avx_swapped_split2,1/32,16,2,cold,1,9,preparation,26.173743
bls_avx_swapped_split2,1/32,16,2,cold,1,9,precompute,1.919759
bls_avx_swapped_split2,1/32,16,2,cold,1,9,opening,16.871898
bls_avx_swapped_split2,1/32,16,2,cold,1,9,combiner,54.538677
bls_avx_swapped_split2,1/32,16,2,cold,1,9,decryption_total,61.050968
bls_avx_swapped_split2,1/32,16,2,cold,1,9,end_to_end,63.140249
bls_avx_swapped_split2,1/32,16,2,cold,1,9,dec_open,18.791657
