curve,simd,orientation,total,batch,setup,cache,threads,parties,total_weight,required_weight,selected_parties,accepted_weight,sample,phase,milliseconds,avx_msm,avx_each
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,0,encryption,0.753366,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,0,validation,0.919033,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,0,share_generation,3.604684,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,0,acceptance,10.281121,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,0,preparation,20.757318,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,0,precompute,1.035954,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,0,opening,12.626493,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,0,combiner,44.701137,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,0,decryption_total,48.305901,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,0,end_to_end,49.978420,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,1,encryption,0.752284,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,1,validation,0.892477,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,1,share_generation,3.620126,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,1,acceptance,10.284184,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,1,preparation,20.542403,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,1,precompute,1.025629,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,1,opening,12.603072,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,1,combiner,44.455459,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,1,decryption_total,48.075665,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,1,end_to_end,49.720586,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,2,encryption,0.754708,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,2,validation,0.927264,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,2,share_generation,3.626284,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,2,acceptance,10.140918,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,2,preparation,20.602646,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,2,precompute,0.995408,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,2,opening,12.686016,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,2,combiner,44.425168,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,2,decryption_total,48.051532,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,2,end_to_end,49.733654,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,3,encryption,0.772011,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,3,validation,0.923199,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,3,share_generation,3.634075,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,3,acceptance,10.146836,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,3,preparation,20.753463,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,3,precompute,0.968371,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,3,opening,12.685465,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,3,combiner,44.554275,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,3,decryption_total,48.188430,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,3,end_to_end,49.883910,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,4,encryption,0.765923,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,4,validation,0.923289,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,4,share_generation,3.630680,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,4,acceptance,10.186010,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,4,preparation,20.618277,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,4,precompute,0.958638,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,4,opening,12.627405,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,4,combiner,44.390420,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,4,decryption_total,48.021150,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,4,end_to_end,49.710442,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,5,encryption,0.768036,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,5,validation,0.900968,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,5,share_generation,3.624382,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,5,acceptance,10.240744,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,5,preparation,20.650743,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,5,precompute,1.004540,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,5,opening,12.642555,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,5,combiner,44.538723,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,5,decryption_total,48.163145,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,5,end_to_end,49.832299,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,6,encryption,0.789765,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,6,validation,0.937058,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,6,share_generation,3.617672,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,6,acceptance,10.200830,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,6,preparation,20.683508,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,6,precompute,1.031688,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,6,opening,12.643076,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,6,combiner,44.559192,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,6,decryption_total,48.176914,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,6,end_to_end,49.903817,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,7,encryption,0.747448,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,7,validation,0.904683,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,7,share_generation,3.648975,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,7,acceptance,10.311693,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,7,preparation,20.621221,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,7,precompute,0.971105,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,7,opening,12.648755,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,7,combiner,44.552874,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,7,decryption_total,48.201929,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,7,end_to_end,49.854170,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,8,encryption,0.756680,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,8,validation,0.940102,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,8,share_generation,3.619445,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,8,acceptance,10.192669,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,8,preparation,20.587064,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,8,precompute,0.955844,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,8,opening,12.668452,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,8,combiner,44.404209,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,8,decryption_total,48.023704,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,8,end_to_end,49.720606,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,9,encryption,0.754517,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,9,validation,0.910762,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,9,share_generation,3.624111,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,9,acceptance,10.207700,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,9,preparation,20.629863,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,9,precompute,0.999183,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,9,opening,12.622508,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,9,combiner,44.459445,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,9,decryption_total,48.083606,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,9,end_to_end,49.749045,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,10,encryption,0.782386,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,10,validation,0.916459,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,10,share_generation,3.644720,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,10,acceptance,10.222970,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,10,preparation,20.581808,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,10,precompute,0.998522,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,10,opening,12.628256,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,10,combiner,44.431646,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,10,decryption_total,48.076456,0,0
bn254,off,swapped,16,2,16,cold,12,598,3063,2044,79,2046,10,end_to_end,49.775421,0,0
