curve,simd,orientation,layout,cache,threads,sample,phase,milliseconds,avx_msm,avx_each
bn254,off,normal,1x16,cold,12,0,encryption,0.726149,0,0
bn254,off,normal,1x16,cold,12,0,validation,0.738316,0,0
bn254,off,normal,1x16,cold,12,0,share_generation,0.721973,0,0
bn254,off,normal,1x16,cold,12,0,acceptance,5.278612,0,0
bn254,off,normal,1x16,cold,12,0,preparation,58.892618,0,0
bn254,off,normal,1x16,cold,12,0,precompute,2.822143,0,0
bn254,off,normal,1x16,cold,12,0,opening,6.352120,0,0
bn254,off,normal,1x16,cold,12,0,combiner,73.346063,0,0
bn254,off,normal,1x16,cold,12,0,end_to_end,75.533032,0,0
bn254,off,normal,1x16,cold,12,1,encryption,0.707293,0,0
bn254,off,normal,1x16,cold,12,1,validation,0.728943,0,0
bn254,off,normal,1x16,cold,12,1,share_generation,0.718749,0,0
bn254,off,normal,1x16,cold,12,1,acceptance,5.278443,0,0
bn254,off,normal,1x16,cold,12,1,preparation,58.560731,0,0
bn254,off,normal,1x16,cold,12,1,precompute,2.833058,0,0
bn254,off,normal,1x16,cold,12,1,opening,6.351198,0,0
bn254,off,normal,1x16,cold,12,1,combiner,73.024111,0,0
bn254,off,normal,1x16,cold,12,1,end_to_end,75.179616,0,0
bn254,off,normal,1x16,cold,12,2,encryption,0.705441,0,0
bn254,off,normal,1x16,cold,12,2,validation,0.723065,0,0
bn254,off,normal,1x16,cold,12,2,share_generation,0.727971,0,0
bn254,off,normal,1x16,cold,12,2,acceptance,5.290389,0,0
bn254,off,normal,1x16,cold,12,2,preparation,58.428398,0,0
bn254,off,normal,1x16,cold,12,2,precompute,2.855679,0,0
bn254,off,normal,1x16,cold,12,2,opening,6.351659,0,0
bn254,off,normal,1x16,cold,12,2,combiner,72.926726,0,0
bn254,off,normal,1x16,cold,12,2,end_to_end,75.083734,0,0
bn254,off,normal,1x16,cold,12,3,encryption,0.704629,0,0
bn254,off,normal,1x16,cold,12,3,validation,0.734180,0,0
bn254,off,normal,1x16,cold,12,3,share_generation,0.726259,0,0
bn254,off,normal,1x16,cold,12,3,acceptance,5.292983,0,0
bn254,off,normal,1x16,cold,12,3,preparation,58.559249,0,0
bn254,off,normal,1x16,cold,12,3,precompute,2.851273,0,0
bn254,off,normal,1x16,cold,12,3,opening,6.340824,0,0
