backend,curve,simd,orientation,layout,cache,threads,phase,samples,median_ms,p10_ms,p90_ms,avx_msm_min,avx_msm_max,avx_each_min,avx_each_max
mcl,bn254,off,normal,4x4,cached,12,end_to_end,30,14.140986000000002,14.0220719,14.2558384,0,0,0,0
mcl,bn254,off,normal,4x4,cached,12,opening,30,6.3135715,6.2720199,6.3355611,0,0,0,0
mcl,bn254,off,normal,4x4,cached,12,precompute,30,1.1801335,1.1156089,1.269738,0,0,0,0
mcl,bn254,off,normal,4x4,cached,12,preparation,30,2e-05,2e-05,2e-05,0,0,0,0
mcl,bn254,off,normal,4x4,cached,12,share_generation,30,0.928798,0.9217916,0.938021,0,0,0,0
mcl,bn254,off,normal,4x4,cached,12,validation,30,0.704494,0.6897028000000001,0.7180811,0,0,0,0
mcl,bn254,off,normal,4x4,cold,12,acceptance,30,4.301984,4.2824517,4.319911299999999,0,0,0,0
mcl,bn254,off,normal,4x4,cold,12,combiner,30,33.7852885,33.5792978,34.1149934,0,0,0,0
mcl,bn254,off,normal,4x4,cold,12,encryption,30,0.7031274999999999,0.6929537,0.7288465000000001,0,0,0,0
mcl,bn254,off,normal,4x4,cold,12,end_to_end,30,36.1359425,35.9162091,36.4412674,0,0,0,0
mcl,bn254,off,normal,4x4,cold,12,opening,30,6.2925425,6.2695914,6.3164241,0,0,0,0
mcl,bn254,off,normal,4x4,cold,12,precompute,30,1.156857,1.1171513,1.2032616,0,0,0,0
mcl,bn254,off,normal,4x4,cold,12,preparation,30,21.990956,21.8390063,22.3280747,0,0,0,0
mcl,bn254,off,normal,4x4,cold,12,share_generation,30,0.9306205000000001,0.92457,0.9411801,0,0,0,0
mcl,bn254,off,normal,4x4,cold,12,validation,30,0.7053605000000001,0.6908671,0.719269,0,0,0,0
mcl,bn254,off,swapped,1x16,cached,12,acceptance,30,6.247015,6.2289607,6.2626203,0,0,0,0
mcl,bn254,off,swapped,1x16,cached,12,combiner,30,15.9829155,15.9232573,16.0148561,0,0,0,0
mcl,bn254,off,swapped,1x16,cached,12,encryption,30,0.7541625000000001,0.7456360000000001,0.7656132,0,0,0,0
mcl,bn254,off,swapped,1x16,cached,12,end_to_end,30,19.247537,19.196309,19.2935278,0,0,0,0
mcl,bn254,off,swapped,1x16,cached,12,opening,30,6.280832,6.2684122,6.2901181,0,0,0,0
mcl,bn254,off,swapped,1x16,cached,12,precompute,30,3.45586,3.4239021000000003,3.4800314,0,0,0,0
mcl,bn254,off,swapped,1x16,cached,12,preparation,30,2e-05,2e-05,2e-05,0,0,0,0
mcl,bn254,off,swapped,1x16,cached,12,share_generation,30,1.5740405,1.5675919999999999,1.5793512,0,0,0,0
mcl,bn254,off,swapped,1x16,cached,12,validation,30,0.9408195,0.931254,0.9492417,0,0,0,0
mcl,bn254,off,swapped,1x16,cold,12,acceptance,30,6.271523500000001,6.2570289,6.3002175,0,0,0,0
mcl,bn254,off,swapped,1x16,cold,12,combiner,30,47.224659,47.0466238,48.0134021,0,0,0,0
mcl,bn254,off,swapped,1x16,cold,12,encryption,30,0.7640715,0.7486739,0.8035138000000001,0,0,0,0
mcl,bn254,off,swapped,1x16,cold,12,end_to_end,30,50.527483000000004,50.3503375,51.6550757,0,0,0,0
mcl,bn254,off,swapped,1x16,cold,12,opening,30,6.321167,6.2956438,6.336088,0,0,0,0
mcl,bn254,off,swapped,1x16,cold,12,precompute,30,3.5412220000000003,3.460345,3.8536137999999998,0,0,0,0
mcl,bn254,off,swapped,1x16,cold,12,preparation,30,31.0453385,30.9825875,31.7752098,0,0,0,0
mcl,bn254,off,swapped,1x16,cold,12,share_generation,30,1.585747,1.5814658000000001,1.6095905,0,0,0,0
mcl,bn254,off,swapped,1x16,cold,12,validation,30,0.9474940000000001,0.9375699,0.9698042,0,0,0,0
mcl,bn254,off,swapped,4x4,cached,12,acceptance,30,5.332186,5.295045200000001,5.3501487,0,0,0,0
mcl,bn254,off,swapped,4x4,cached,12,combiner,30,12.922509000000002,12.8460538,13.0262696,0,0,0,0
mcl,bn254,off,swapped,4x4,cached,12,encryption,30,0.7581535,0.7475189000000001,0.7737641000000001,0,0,0,0
mcl,bn254,off,swapped,4x4,cached,12,end_to_end,30,16.397309999999997,16.3121797,16.5234458,0,0,0,0
mcl,bn254,off,swapped,4x4,cached,12,opening,30,6.285812999999999,6.2652287,6.3113862,0,0,0,0
mcl,bn254,off,swapped,4x4,cached,12,precompute,30,1.3062325000000001,1.270082,1.3777899,0,0,0,0
mcl,bn254,off,swapped,4x4,cached,12,preparation,30,2e-05,2e-05,2e-05,0,0,0,0
mcl,bn254,off,swapped,4x4,cached,12,share_generation,30,1.7935979999999998,1.7845401,1.8065911,0,0,0,0
mcl,bn254,off,swapped,4x4,cached,12,validation,30,0.917978,0.9038248,0.9326064000000001,0,0,0,0
mcl,bn254,off,swapped,4x4,cold,12,acceptance,30,5.290569,5.2558419,5.3134655,0,0,0,0
mcl,bn254,off,swapped,4x4,cold,12,combiner,30,25.191745,25.0889263,25.397918800000003,0,0,0,0
mcl,bn254,off,swapped,4x4,cold,12,encryption,30,0.7488954999999999,0.7338059,0.7710679,0,0,0,0
mcl,bn254,off,swapped,4x4,cold,12,end_to_end,30,28.628278,28.5073715,28.8902909,0,0,0,0
mcl,bn254,off,swapped,4x4,cold,12,opening,30,6.230122,6.212389699999999,6.273618,0,0,0,0
mcl,bn254,off,swapped,4x4,cold,12,precompute,30,1.336904,1.2914276,1.3853418,0,0,0,0
mcl,bn254,off,swapped,4x4,cold,12,preparation,30,12.353632000000001,12.268536899999999,12.4385727,0,0,0,0
mcl,bn254,off,swapped,4x4,cold,12,share_generation,30,1.7845905,1.7732907,1.7970860000000002,0,0,0,0
mcl,bn254,off,swapped,4x4,cold,12,validation,30,0.9106730000000001,0.8949159999999999,0.9310322,0,0,0,0
