scheme,error,total,round,sample,samples,N,source_N,W,q,t,selected_parties,selected_weight,threads,phase,value,ms,unit,statistic,origin,denominator,source_label,log
wpfe,1/16,64,1,0,15,419,419,1580,1060,1059,76,1062,12,acceptance,31.714,31.714,ms,internal_arithmetic_mean,reported,,batched response acceptance,wpfe_e16_m64_r1.stdout.log
wpfe,1/16,64,1,0,15,419,419,1580,1060,1059,76,1062,12,acceptance_per_item,0.417,0.417,ms/item,internal_arithmetic_mean,reported,76,batched response acceptance,wpfe_e16_m64_r1.stdout.log
wpfe,1/16,64,1,0,15,419,419,1580,1060,1059,76,1062,12,preparation,577.094,577.094,ms,internal_arithmetic_mean,reported,,committee interpolation / G2 MSMs,wpfe_e16_m64_r1.stdout.log
wpfe,1/16,64,1,0,15,419,419,1580,1060,1059,76,1062,12,preparation_per_item,9.017,9.017,ms/item,internal_arithmetic_mean,reported,64,committee interpolation / G2 MSMs,wpfe_e16_m64_r1.stdout.log
wpfe,1/16,64,1,0,15,419,419,1580,1060,1059,76,1062,12,precompute,26.89,26.89,ms,internal_arithmetic_mean,reported,,ciphertext-dependent Cauchy precompute,wpfe_e16_m64_r1.stdout.log
wpfe,1/16,64,1,0,15,419,419,1580,1060,1059,76,1062,12,precompute_per_item,0.42,0.42,ms/item,internal_arithmetic_mean,reported,64,ciphertext-dependent Cauchy precompute,wpfe_e16_m64_r1.stdout.log
wpfe,1/16,64,1,0,15,419,419,1580,1060,1059,76,1062,12,opening,58.29,58.29,ms,internal_arithmetic_mean,reported,,weighted opening / unmask,wpfe_e16_m64_r1.stdout.log
wpfe,1/16,64,1,0,15,419,419,1580,1060,1059,76,1062,12,opening_per_item,0.911,0.911,ms/item,internal_arithmetic_mean,reported,64,weighted opening / unmask,wpfe_e16_m64_r1.stdout.log
wpfe,1/16,64,1,0,15,419,419,1580,1060,1059,76,1062,12,cold_with_validation,704.575,704.575,ms,internal_arithmetic_mean,reported,,full cold-committee path incl checks,wpfe_e16_m64_r1.stdout.log
wpfe,1/16,64,1,0,15,419,419,1580,1060,1059,76,1062,12,cached_with_validation,127.48,127.48,ms,internal_arithmetic_mean,reported,,full cached-committee path incl checks,wpfe_e16_m64_r1.stdout.log
wpfe,1/16,64,1,0,15,419,419,1580,1060,1059,76,1062,12,dec_open,85.18,85.18,ms,internal_arithmetic_mean,sum_of_rounded_phase_means,,,wpfe_e16_m64_r1.stdout.log
wpfe,1/16,64,1,0,15,419,419,1580,1060,1059,76,1062,12,dec_total_without_validation,702.109,702.109,ms,internal_arithmetic_mean,sum_of_rounded_phase_means,,,wpfe_e16_m64_r1.stdout.log
wpfe,1/16,64,1,0,15,419,419,1580,1060,1059,76,1062,12,dec_cached_without_validation,125.01499999999999,125.01499999999999,ms,internal_arithmetic_mean,sum_of_rounded_phase_means,,,wpfe_e16_m64_r1.stdout.log
wpfe,1/16,64,1,0,1,419,419,1580,1060,1059,76,1062,12,key_core_bytes,19415136,,bytes,single_observation,reported,,core D1/D2/global material,wpfe_e16_m64_r1.stdout.log
wpfe,1/16,64,1,0,1,419,419,1580,1060,1059,76,1062,12,key_verification_bytes,2574336,,bytes,single_observation,reported,,party verification keys,wpfe_e16_m64_r1.stdout.log
wpfe,1/16,64,1,0,1,419,419,1580,1060,1059,76,1062,12,key_decryption_total_bytes,21989472,,bytes,single_observation,reported,,public decryption key,wpfe_e16_m64_r1.stdout.log
wpfe,1/16,128,1,0,1,419,419,1580,1060,1059,76,1062,12,setup,4540.268,4540.268,ms,single_observation,reported,,trusted weighted key generation,wpfe_e16_m128_r1.stdout.log
wpfe,1/16,128,1,0,1,419,419,1580,1060,1059,76,1062,12,encryption,6.341,6.341,ms,single_observation,reported,,encrypt batch,wpfe_e16_m128_r1.stdout.log
wpfe,1/16,128,1,0,1,419,419,1580,1060,1059,76,1062,12,encryption_per_item,0.05,0.05,ms/item,single_observation,reported,128,encrypt batch,wpfe_e16_m128_r1.stdout.log
wpfe,1/16,128,1,0,1,419,419,1580,1060,1059,76,1062,12,fixed_kernel,0.013,0.013,ms,single_observation,reported,,fixed Cauchy FFT kernel,wpfe_e16_m128_r1.stdout.log
wpfe,1/16,128,1,0,15,419,419,1580,1060,1059,76,1062,12,validation,4.326,4.326,ms,internal_arithmetic_mean,reported,,"ctxtCheck(B), batched client proofs",wpfe_e16_m128_r1.stdout.log
wpfe,1/16,128,1,0,15,419,419,1580,1060,1059,76,1062,12,validation_per_item,0.034,0.034,ms/item,internal_arithmetic_mean,reported,128,"ctxtCheck(B), batched client proofs",wpfe_e16_m128_r1.stdout.log
wpfe,1/16,128,1,0,15,419,419,1580,1060,1059,76,1062,12,predec_selected,13.24,13.24,ms,internal_arithmetic_mean,reported,,"PreDec(B), all selected parties",wpfe_e16_m128_r1.stdout.log
wpfe,1/16,128,1,0,15,419,419,1580,1060,1059,76,1062,12,predec_selected_per_item,0.174,0.174,ms/item,internal_arithmetic_mean,reported,76,"PreDec(B), all selected parties",wpfe_e16_m128_r1.stdout.log
wpfe,1/16,128,1,0,15,419,419,1580,1060,1059,76,1062,12,acceptance,57.919,57.919,ms,internal_arithmetic_mean,reported,,batched response acceptance,wpfe_e16_m128_r1.stdout.log
wpfe,1/16,128,1,0,15,419,419,1580,1060,1059,76,1062,12,acceptance_per_item,0.762,0.762,ms/item,internal_arithmetic_mean,reported,76,batched response acceptance,wpfe_e16_m128_r1.stdout.log
wpfe,1/16,128,1,0,15,419,419,1580,1060,1059,76,1062,12,preparation,1097.838,1097.838,ms,internal_arithmetic_mean,reported,,committee interpolation / G2 MSMs,wpfe_e16_m128_r1.stdout.log
wpfe,1/16,128,1,0,15,419,419,1580,1060,1059,76,1062,12,preparation_per_item,8.577,8.577,ms/item,internal_arithmetic_mean,reported,128,committee interpolation / G2 MSMs,wpfe_e16_m128_r1.stdout.log
wpfe,1/16,128,1,0,15,419,419,1580,1060,1059,76,1062,12,precompute,68.414,68.414,ms,internal_arithmetic_mean,reported,,ciphertext-dependent Cauchy precompute,wpfe_e16_m128_r1.stdout.log
wpfe,1/16,128,1,0,15,419,419,1580,1060,1059,76,1062,12,precompute_per_item,0.534,0.534,ms/item,internal_arithmetic_mean,reported,128,ciphertext-dependent Cauchy precompute,wpfe_e16_m128_r1.stdout.log
wpfe,1/16,128,1,0,15,419,419,1580,1060,1059,76,1062,12,opening,107.495,107.495,ms,internal_arithmetic_mean,reported,,weighted opening / unmask,wpfe_e16_m128_r1.stdout.log
wpfe,1/16,128,1,0,15,419,419,1580,1060,1059,76,1062,12,opening_per_item,0.84,0.84,ms/item,internal_arithmetic_mean,reported,128,weighted opening / unmask,wpfe_e16_m128_r1.stdout.log
wpfe,1/16,128,1,0,15,419,419,1580,1060,1059,76,1062,12,cold_with_validation,1349.233,1349.233,ms,internal_arithmetic_mean,reported,,full cold-committee path incl checks,wpfe_e16_m128_r1.stdout.log
wpfe,1/16,128,1,0,15,419,419,1580,1060,1059,76,1062,12,cached_with_validation,251.395,251.395,ms,internal_arithmetic_mean,reported,,full cached-committee path incl checks,wpfe_e16_m128_r1.stdout.log
wpfe,1/16,128,1,0,15,419,419,1580,1060,1059,76,1062,12,dec_open,175.909,175.909,ms,internal_arithmetic_mean,sum_of_rounded_phase_means,,,wpfe_e16_m128_r1.stdout.log
wpfe,1/16,128,1,0,15,419,419,1580,1060,1059,76,1062,12,dec_total_without_validation,1344.906,1344.906,ms,internal_arithmetic_mean,sum_of_rounded_phase_means,,,wpfe_e16_m128_r1.stdout.log
wpfe,1/16,128,1,0,15,419,419,1580,1060,1059,76,1062,12,dec_cached_without_validation,247.06799999999998,247.06799999999998,ms,internal_arithmetic_mean,sum_of_rounded_phase_means,,,wpfe_e16_m128_r1.stdout.log
wpfe,1/16,128,1,0,1,419,419,1580,1060,1059,76,1062,12,key_core_bytes,38830176,,bytes,single_observation,reported,,core D1/D2/global material,wpfe_e16_m128_r1.stdout.log
wpfe,1/16,128,1,0,1,419,419,1580,1060,1059,76,1062,12,key_verification_bytes,5148672,,bytes,single_observation,reported,,party verification keys,wpfe_e16_m128_r1.stdout.log
wpfe,1/16,128,1,0,1,419,419,1580,1060,1059,76,1062,12,key_decryption_total_bytes,43978848,,bytes,single_observation,reported,,public decryption key,wpfe_e16_m128_r1.stdout.log
wpfe,1/16,256,1,0,1,419,419,1580,1060,1059,76,1062,12,setup,9069.54,9069.54,ms,single_observation,reported,,trusted weighted key generation,wpfe_e16_m256_r1.stdout.log
wpfe,1/16,256,1,0,1,419,419,1580,1060,1059,76,1062,12,encryption,11.915,11.915,ms,single_observation,reported,,encrypt batch,wpfe_e16_m256_r1.stdout.log
wpfe,1/16,256,1,0,1,419,419,1580,1060,1059,76,1062,12,encryption_per_item,0.047,0.047,ms/item,single_observation,reported,256,encrypt batch,wpfe_e16_m256_r1.stdout.log
wpfe,1/16,256,1,0,1,419,419,1580,1060,1059,76,1062,12,fixed_kernel,0.016,0.016,ms,single_observation,reported,,fixed Cauchy FFT kernel,wpfe_e16_m256_r1.stdout.log
wpfe,1/16,256,1,0,15,419,419,1580,1060,1059,76,1062,12,validation,7.732,7.732,ms,internal_arithmetic_mean,reported,,"ctxtCheck(B), batched client proofs",wpfe_e16_m256_r1.stdout.log
wpfe,1/16,256,1,0,15,419,419,1580,1060,1059,76,1062,12,validation_per_item,0.03,0.03,ms/item,internal_arithmetic_mean,reported,256,"ctxtCheck(B), batched client proofs",wpfe_e16_m256_r1.stdout.log
wpfe,1/16,256,1,0,15,419,419,1580,1060,1059,76,1062,12,predec_selected,22.484,22.484,ms,internal_arithmetic_mean,reported,,"PreDec(B), all selected parties",wpfe_e16_m256_r1.stdout.log
wpfe,1/16,256,1,0,15,419,419,1580,1060,1059,76,1062,12,predec_selected_per_item,0.296,0.296,ms/item,internal_arithmetic_mean,reported,76,"PreDec(B), all selected parties",wpfe_e16_m256_r1.stdout.log
wpfe,1/16,256,1,0,15,419,419,1580,1060,1059,76,1062,12,acceptance,115.213,115.213,ms,internal_arithmetic_mean,reported,,batched response acceptance,wpfe_e16_m256_r1.stdout.log
wpfe,1/16,256,1,0,15,419,419,1580,1060,1059,76,1062,12,acceptance_per_item,1.516,1.516,ms/item,internal_arithmetic_mean,reported,76,batched response acceptance,wpfe_e16_m256_r1.stdout.log
wpfe,1/16,256,1,0,15,419,419,1580,1060,1059,76,1062,12,preparation,2184.812,2184.812,ms,internal_arithmetic_mean,reported,,committee interpolation / G2 MSMs,wpfe_e16_m256_r1.stdout.log
wpfe,1/16,256,1,0,15,419,419,1580,1060,1059,76,1062,12,preparation_per_item,8.534,8.534,ms/item,internal_arithmetic_mean,reported,256,committee interpolation / G2 MSMs,wpfe_e16_m256_r1.stdout.log
wpfe,1/16,256,1,0,15,419,419,1580,1060,1059,76,1062,12,precompute,26.18,26.18,ms,internal_arithmetic_mean,reported,,ciphertext-dependent Cauchy precompute,wpfe_e16_m256_r1.stdout.log
wpfe,1/16,256,1,0,15,419,419,1580,1060,1059,76,1062,12,precompute_per_item,0.102,0.102,ms/item,internal_arithmetic_mean,reported,256,ciphertext-dependent Cauchy precompute,wpfe_e16_m256_r1.stdout.log
wpfe,1/16,256,1,0,15,419,419,1580,1060,1059,76,1062,12,opening,208.304,208.304,ms,internal_arithmetic_mean,reported,,weighted opening / unmask,wpfe_e16_m256_r1.stdout.log
wpfe,1/16,256,1,0,15,419,419,1580,1060,1059,76,1062,12,opening_per_item,0.814,0.814,ms/item,internal_arithmetic_mean,reported,256,weighted opening / unmask,wpfe_e16_m256_r1.stdout.log
wpfe,1/16,256,1,0,15,419,419,1580,1060,1059,76,1062,12,cold_with_validation,2564.725,2564.725,ms,internal_arithmetic_mean,reported,,full cold-committee path incl checks,wpfe_e16_m256_r1.stdout.log
wpfe,1/16,256,1,0,15,419,419,1580,1060,1059,76,1062,12,cached_with_validation,379.913,379.913,ms,internal_arithmetic_mean,reported,,full cached-committee path incl checks,wpfe_e16_m256_r1.stdout.log
wpfe,1/16,256,1,0,15,419,419,1580,1060,1059,76,1062,12,dec_open,234.484,234.484,ms,internal_arithmetic_mean,sum_of_rounded_phase_means,,,wpfe_e16_m256_r1.stdout.log
wpfe,1/16,256,1,0,15,419,419,1580,1060,1059,76,1062,12,dec_total_without_validation,2556.993,2556.993,ms,internal_arithmetic_mean,sum_of_rounded_phase_means,,,wpfe_e16_m256_r1.stdout.log
wpfe,1/16,256,1,0,15,419,419,1580,1060,1059,76,1062,12,dec_cached_without_validation,372.18100000000004,372.18100000000004,ms,internal_arithmetic_mean,sum_of_rounded_phase_means,,,wpfe_e16_m256_r1.stdout.log
wpfe,1/16,256,1,0,1,419,419,1580,1060,1059,76,1062,12,key_core_bytes,77660256,,bytes,single_observation,reported,,core D1/D2/global material,wpfe_e16_m256_r1.stdout.log
wpfe,1/16,256,1,0,1,419,419,1580,1060,1059,76,1062,12,key_verification_bytes,10297344,,bytes,single_observation,reported,,party verification keys,wpfe_e16_m256_r1.stdout.log
wpfe,1/16,256,1,0,1,419,419,1580,1060,1059,76,1062,12,key_decryption_total_bytes,87957600,,bytes,single_observation,reported,,public decryption key,wpfe_e16_m256_r1.stdout.log
wpfe,1/16,256,2,0,1,419,419,1580,1060,1059,76,1062,12,setup,9107.302,9107.302,ms,single_observation,reported,,trusted weighted key generation,wpfe_e16_m256_r2.stdout.log
wpfe,1/16,256,2,0,1,419,419,1580,1060,1059,76,1062,12,encryption,11.944,11.944,ms,single_observation,reported,,encrypt batch,wpfe_e16_m256_r2.stdout.log
wpfe,1/16,256,2,0,1,419,419,1580,1060,1059,76,1062,12,encryption_per_item,0.047,0.047,ms/item,single_observation,reported,256,encrypt batch,wpfe_e16_m256_r2.stdout.log
wpfe,1/16,256,2,0,1,419,419,1580,1060,1059,76,1062,12,fixed_kernel,0.013,0.013,ms,single_observation,reported,,fixed Cauchy FFT kernel,wpfe_e16_m256_r2.stdout.log
wpfe,1/16,256,2,0,15,419,419,1580,1060,1059,76,1062,12,validation,7.724,7.724,ms,internal_arithmetic_mean,reported,,"ctxtCheck(B), batched client proofs",wpfe_e16_m256_r2.stdout.log
wpfe,1/16,256,2,0,15,419,419,1580,1060,1059,76,1062,12,validation_per_item,0.03,0.03,ms/item,internal_arithmetic_mean,reported,256,"ctxtCheck(B), batched client proofs",wpfe_e16_m256_r2.stdout.log
wpfe,1/16,256,2,0,15,419,419,1580,1060,1059,76,1062,12,predec_selected,22.557,22.557,ms,internal_arithmetic_mean,reported,,"PreDec(B), all selected parties",wpfe_e16_m256_r2.stdout.log
wpfe,1/16,256,2,0,15,419,419,1580,1060,1059,76,1062,12,predec_selected_per_item,0.297,0.297,ms/item,internal_arithmetic_mean,reported,76,"PreDec(B), all selected parties",wpfe_e16_m256_r2.stdout.log
wpfe,1/16,256,2,0,15,419,419,1580,1060,1059,76,1062,12,acceptance,113.801,113.801,ms,internal_arithmetic_mean,reported,,batched response acceptance,wpfe_e16_m256_r2.stdout.log
wpfe,1/16,256,2,0,15,419,419,1580,1060,1059,76,1062,12,acceptance_per_item,1.497,1.497,ms/item,internal_arithmetic_mean,reported,76,batched response acceptance,wpfe_e16_m256_r2.stdout.log
wpfe,1/16,256,2,0,15,419,419,1580,1060,1059,76,1062,12,preparation,2211.986,2211.986,ms,internal_arithmetic_mean,reported,,committee interpolation / G2 MSMs,wpfe_e16_m256_r2.stdout.log
wpfe,1/16,256,2,0,15,419,419,1580,1060,1059,76,1062,12,preparation_per_item,8.641,8.641,ms/item,internal_arithmetic_mean,reported,256,committee interpolation / G2 MSMs,wpfe_e16_m256_r2.stdout.log
wpfe,1/16,256,2,0,15,419,419,1580,1060,1059,76,1062,12,precompute,25.97,25.97,ms,internal_arithmetic_mean,reported,,ciphertext-dependent Cauchy precompute,wpfe_e16_m256_r2.stdout.log
wpfe,1/16,256,2,0,15,419,419,1580,1060,1059,76,1062,12,precompute_per_item,0.101,0.101,ms/item,internal_arithmetic_mean,reported,256,ciphertext-dependent Cauchy precompute,wpfe_e16_m256_r2.stdout.log
wpfe,1/16,256,2,0,15,419,419,1580,1060,1059,76,1062,12,opening,208.178,208.178,ms,internal_arithmetic_mean,reported,,weighted opening / unmask,wpfe_e16_m256_r2.stdout.log
wpfe,1/16,256,2,0,15,419,419,1580,1060,1059,76,1062,12,opening_per_item,0.813,0.813,ms/item,internal_arithmetic_mean,reported,256,weighted opening / unmask,wpfe_e16_m256_r2.stdout.log
wpfe,1/16,256,2,0,15,419,419,1580,1060,1059,76,1062,12,cold_with_validation,2590.216,2590.216,ms,internal_arithmetic_mean,reported,,full cold-committee path incl checks,wpfe_e16_m256_r2.stdout.log
wpfe,1/16,256,2,0,15,419,419,1580,1060,1059,76,1062,12,cached_with_validation,378.23,378.23,ms,internal_arithmetic_mean,reported,,full cached-committee path incl checks,wpfe_e16_m256_r2.stdout.log
wpfe,1/16,256,2,0,15,419,419,1580,1060,1059,76,1062,12,dec_open,234.148,234.148,ms,internal_arithmetic_mean,sum_of_rounded_phase_means,,,wpfe_e16_m256_r2.stdout.log
wpfe,1/16,256,2,0,15,419,419,1580,1060,1059,76,1062,12,dec_total_without_validation,2582.4919999999997,2582.4919999999997,ms,internal_arithmetic_mean,sum_of_rounded_phase_means,,,wpfe_e16_m256_r2.stdout.log
wpfe,1/16,256,2,0,15,419,419,1580,1060,1059,76,1062,12,dec_cached_without_validation,370.50599999999986,370.50599999999986,ms,internal_arithmetic_mean,sum_of_rounded_phase_means,,,wpfe_e16_m256_r2.stdout.log
wpfe,1/16,256,2,0,1,419,419,1580,1060,1059,76,1062,12,key_core_bytes,77660256,,bytes,single_observation,reported,,core D1/D2/global material,wpfe_e16_m256_r2.stdout.log
wpfe,1/16,256,2,0,1,419,419,1580,1060,1059,76,1062,12,key_verification_bytes,10297344,,bytes,single_observation,reported,,party verification keys,wpfe_e16_m256_r2.stdout.log
wpfe,1/16,256,2,0,1,419,419,1580,1060,1059,76,1062,12,key_decryption_total_bytes,87957600,,bytes,single_observation,reported,,public decryption key,wpfe_e16_m256_r2.stdout.log
wpfe,1/16,128,2,0,1,419,419,1580,1060,1059,76,1062,12,setup,4551.619,4551.619,ms,single_observation,reported,,trusted weighted key generation,wpfe_e16_m128_r2.stdout.log
wpfe,1/16,128,2,0,1,419,419,1580,1060,1059,76,1062,12,encryption,6.418,6.418,ms,single_observation,reported,,encrypt batch,wpfe_e16_m128_r2.stdout.log
wpfe,1/16,128,2,0,1,419,419,1580,1060,1059,76,1062,12,encryption_per_item,0.05,0.05,ms/item,single_observation,reported,128,encrypt batch,wpfe_e16_m128_r2.stdout.log
wpfe,1/16,128,2,0,1,419,419,1580,1060,1059,76,1062,12,fixed_kernel,0.013,0.013,ms,single_observation,reported,,fixed Cauchy FFT kernel,wpfe_e16_m128_r2.stdout.log
wpfe,1/16,128,2,0,15,419,419,1580,1060,1059,76,1062,12,validation,4.328,4.328,ms,internal_arithmetic_mean,reported,,"ctxtCheck(B), batched client proofs",wpfe_e16_m128_r2.stdout.log
wpfe,1/16,128,2,0,15,419,419,1580,1060,1059,76,1062,12,validation_per_item,0.034,0.034,ms/item,internal_arithmetic_mean,reported,128,"ctxtCheck(B), batched client proofs",wpfe_e16_m128_r2.stdout.log
wpfe,1/16,128,2,0,15,419,419,1580,1060,1059,76,1062,12,predec_selected,13.154,13.154,ms,internal_arithmetic_mean,reported,,"PreDec(B), all selected parties",wpfe_e16_m128_r2.stdout.log
wpfe,1/16,128,2,0,15,419,419,1580,1060,1059,76,1062,12,predec_selected_per_item,0.173,0.173,ms/item,internal_arithmetic_mean,reported,76,"PreDec(B), all selected parties",wpfe_e16_m128_r2.stdout.log
wpfe,1/16,128,2,0,15,419,419,1580,1060,1059,76,1062,12,acceptance,58.367,58.367,ms,internal_arithmetic_mean,reported,,batched response acceptance,wpfe_e16_m128_r2.stdout.log
wpfe,1/16,128,2,0,15,419,419,1580,1060,1059,76,1062,12,acceptance_per_item,0.768,0.768,ms/item,internal_arithmetic_mean,reported,76,batched response acceptance,wpfe_e16_m128_r2.stdout.log
wpfe,1/16,128,2,0,15,419,419,1580,1060,1059,76,1062,12,preparation,1114.146,1114.146,ms,internal_arithmetic_mean,reported,,committee interpolation / G2 MSMs,wpfe_e16_m128_r2.stdout.log
wpfe,1/16,128,2,0,15,419,419,1580,1060,1059,76,1062,12,preparation_per_item,8.704,8.704,ms/item,internal_arithmetic_mean,reported,128,committee interpolation / G2 MSMs,wpfe_e16_m128_r2.stdout.log
wpfe,1/16,128,2,0,15,419,419,1580,1060,1059,76,1062,12,precompute,68.301,68.301,ms,internal_arithmetic_mean,reported,,ciphertext-dependent Cauchy precompute,wpfe_e16_m128_r2.stdout.log
wpfe,1/16,128,2,0,15,419,419,1580,1060,1059,76,1062,12,precompute_per_item,0.534,0.534,ms/item,internal_arithmetic_mean,reported,128,ciphertext-dependent Cauchy precompute,wpfe_e16_m128_r2.stdout.log
wpfe,1/16,128,2,0,15,419,419,1580,1060,1059,76,1062,12,opening,104.233,104.233,ms,internal_arithmetic_mean,reported,,weighted opening / unmask,wpfe_e16_m128_r2.stdout.log
wpfe,1/16,128,2,0,15,419,419,1580,1060,1059,76,1062,12,opening_per_item,0.814,0.814,ms/item,internal_arithmetic_mean,reported,128,weighted opening / unmask,wpfe_e16_m128_r2.stdout.log
wpfe,1/16,128,2,0,15,419,419,1580,1060,1059,76,1062,12,cold_with_validation,1362.529,1362.529,ms,internal_arithmetic_mean,reported,,full cold-committee path incl checks,wpfe_e16_m128_r2.stdout.log
wpfe,1/16,128,2,0,15,419,419,1580,1060,1059,76,1062,12,cached_with_validation,248.383,248.383,ms,internal_arithmetic_mean,reported,,full cached-committee path incl checks,wpfe_e16_m128_r2.stdout.log
wpfe,1/16,128,2,0,15,419,419,1580,1060,1059,76,1062,12,dec_open,172.534,172.534,ms,internal_arithmetic_mean,sum_of_rounded_phase_means,,,wpfe_e16_m128_r2.stdout.log
wpfe,1/16,128,2,0,15,419,419,1580,1060,1059,76,1062,12,dec_total_without_validation,1358.201,1358.201,ms,internal_arithmetic_mean,sum_of_rounded_phase_means,,,wpfe_e16_m128_r2.stdout.log
wpfe,1/16,128,2,0,15,419,419,1580,1060,1059,76,1062,12,dec_cached_without_validation,244.05500000000006,244.05500000000006,ms,internal_arithmetic_mean,sum_of_rounded_phase_means,,,wpfe_e16_m128_r2.stdout.log
wpfe,1/16,128,2,0,1,419,419,1580,1060,1059,76,1062,12,key_core_bytes,38830176,,bytes,single_observation,reported,,core D1/D2/global material,wpfe_e16_m128_r2.stdout.log
wpfe,1/16,128,2,0,1,419,419,1580,1060,1059,76,1062,12,key_verification_bytes,5148672,,bytes,single_observation,reported,,party verification keys,wpfe_e16_m128_r2.stdout.log
wpfe,1/16,128,2,0,1,419,419,1580,1060,1059,76,1062,12,key_decryption_total_bytes,43978848,,bytes,single_observation,reported,,public decryption key,wpfe_e16_m128_r2.stdout.log
wpfe,1/16,64,2,0,1,419,419,1580,1060,1059,76,1062,12,setup,2259.87,2259.87,ms,single_observation,reported,,trusted weighted key generation,wpfe_e16_m64_r2.stdout.log
wpfe,1/16,64,2,0,1,419,419,1580,1060,1059,76,1062,12,encryption,3.235,3.235,ms,single_observation,reported,,encrypt batch,wpfe_e16_m64_r2.stdout.log
wpfe,1/16,64,2,0,1,419,419,1580,1060,1059,76,1062,12,encryption_per_item,0.051,0.051,ms/item,single_observation,reported,64,encrypt batch,wpfe_e16_m64_r2.stdout.log
wpfe,1/16,64,2,0,1,419,419,1580,1060,1059,76,1062,12,fixed_kernel,0.014,0.014,ms,single_observation,reported,,fixed Cauchy FFT kernel,wpfe_e16_m64_r2.stdout.log
wpfe,1/16,64,2,0,15,419,419,1580,1060,1059,76,1062,12,validation,2.466,2.466,ms,internal_arithmetic_mean,reported,,"ctxtCheck(B), batched client proofs",wpfe_e16_m64_r2.stdout.log
wpfe,1/16,64,2,0,15,419,419,1580,1060,1059,76,1062,12,validation_per_item,0.039,0.039,ms/item,internal_arithmetic_mean,reported,64,"ctxtCheck(B), batched client proofs",wpfe_e16_m64_r2.stdout.log
wpfe,1/16,64,2,0,15,419,419,1580,1060,1059,76,1062,12,predec_selected,7.979,7.979,ms,internal_arithmetic_mean,reported,,"PreDec(B), all selected parties",wpfe_e16_m64_r2.stdout.log
wpfe,1/16,64,2,0,15,419,419,1580,1060,1059,76,1062,12,predec_selected_per_item,0.105,0.105,ms/item,internal_arithmetic_mean,reported,76,"PreDec(B), all selected parties",wpfe_e16_m64_r2.stdout.log
wpfe,1/16,64,2,0,15,419,419,1580,1060,1059,76,1062,12,acceptance,31.569,31.569,ms,internal_arithmetic_mean,reported,,batched response acceptance,wpfe_e16_m64_r2.stdout.log
wpfe,1/16,64,2,0,15,419,419,1580,1060,1059,76,1062,12,acceptance_per_item,0.415,0.415,ms/item,internal_arithmetic_mean,reported,76,batched response acceptance,wpfe_e16_m64_r2.stdout.log
wpfe,1/16,64,2,0,15,419,419,1580,1060,1059,76,1062,12,preparation,573.759,573.759,ms,internal_arithmetic_mean,reported,,committee interpolation / G2 MSMs,wpfe_e16_m64_r2.stdout.log
wpfe,1/16,64,2,0,15,419,419,1580,1060,1059,76,1062,12,preparation_per_item,8.965,8.965,ms/item,internal_arithmetic_mean,reported,64,committee interpolation / G2 MSMs,wpfe_e16_m64_r2.stdout.log
wpfe,1/16,64,2,0,15,419,419,1580,1060,1059,76,1062,12,precompute,26.908,26.908,ms,internal_arithmetic_mean,reported,,ciphertext-dependent Cauchy precompute,wpfe_e16_m64_r2.stdout.log
wpfe,1/16,64,2,0,15,419,419,1580,1060,1059,76,1062,12,precompute_per_item,0.42,0.42,ms/item,internal_arithmetic_mean,reported,64,ciphertext-dependent Cauchy precompute,wpfe_e16_m64_r2.stdout.log
wpfe,1/16,64,2,0,15,419,419,1580,1060,1059,76,1062,12,opening,57.12,57.12,ms,internal_arithmetic_mean,reported,,weighted opening / unmask,wpfe_e16_m64_r2.stdout.log
wpfe,1/16,64,2,0,15,419,419,1580,1060,1059,76,1062,12,opening_per_item,0.892,0.892,ms/item,internal_arithmetic_mean,reported,64,weighted opening / unmask,wpfe_e16_m64_r2.stdout.log
wpfe,1/16,64,2,0,15,419,419,1580,1060,1059,76,1062,12,cold_with_validation,699.801,699.801,ms,internal_arithmetic_mean,reported,,full cold-committee path incl checks,wpfe_e16_m64_r2.stdout.log
wpfe,1/16,64,2,0,15,419,419,1580,1060,1059,76,1062,12,cached_with_validation,126.042,126.042,ms,internal_arithmetic_mean,reported,,full cached-committee path incl checks,wpfe_e16_m64_r2.stdout.log
wpfe,1/16,64,2,0,15,419,419,1580,1060,1059,76,1062,12,dec_open,84.02799999999999,84.02799999999999,ms,internal_arithmetic_mean,sum_of_rounded_phase_means,,,wpfe_e16_m64_r2.stdout.log
wpfe,1/16,64,2,0,15,419,419,1580,1060,1059,76,1062,12,dec_total_without_validation,697.335,697.335,ms,internal_arithmetic_mean,sum_of_rounded_phase_means,,,wpfe_e16_m64_r2.stdout.log
wpfe,1/16,64,2,0,15,419,419,1580,1060,1059,76,1062,12,dec_cached_without_validation,123.57600000000002,123.57600000000002,ms,internal_arithmetic_mean,sum_of_rounded_phase_means,,,wpfe_e16_m64_r2.stdout.log
wpfe,1/16,64,2,0,1,419,419,1580,1060,1059,76,1062,12,key_core_bytes,19415136,,bytes,single_observation,reported,,core D1/D2/global material,wpfe_e16_m64_r2.stdout.log
wpfe,1/16,64,2,0,1,419,419,1580,1060,1059,76,1062,12,key_verification_bytes,2574336,,bytes,single_observation,reported,,party verification keys,wpfe_e16_m64_r2.stdout.log
wpfe,1/16,64,2,0,1,419,419,1580,1060,1059,76,1062,12,key_decryption_total_bytes,21989472,,bytes,single_observation,reported,,public decryption key,wpfe_e16_m64_r2.stdout.log
